,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"While the leading theory in the “Havana syndrome” cases is directed microwave attacks, a classified session for senior government officials said months of investigation were inconclusive.","President Biden’s top aides were told on Friday that experts studying the mysterious illnesses affecting scores of diplomats, spies and their family members were still struggling to find evidence to back up the leading theory, that microwave attacks are being launched by Russian agents.",2021-08-09T00:36:47+0000,article,U.S.,News,Mystery Attacks on Diplomats Leave Scores of Victims but Still Little Evidence,"Havana Syndrome;Central Intelligence Agency;Office of the Director of National Intelligence;State Department;United States International Relations;Diplomatic Service, Embassies and Consulates;Espionage and Intelligence Services;Workplace Hazards and Violations;Microwaves (Electromagnetic Waves);Vienna (Austria);Biden, Joseph R Jr;Blinken, Antony J;Haines, Avril D;National Security Council"
1,"The governor’s strategist helped lead efforts to retaliate against one of the women who accused him of sexual harassment, the attorney general’s report found.",[New York Gov. Andrew Cuomo will resign after sexual harassment investigation.],2021-08-09T02:01:35+0000,article,New York,News,"Cuomo’s Top Aide, Melissa DeRosa, Resigns as He Fights to Survive","Sexual Harassment;Cuomo, Andrew M;DeRosa, Melissa;New York State;Coronavirus (2019-nCoV);Politics and Government;Workplace Hazards and Violations;Boylan, Lindsey (1984- )"
2,"The order lets Norwegian Cruise Line demand proof of vaccination from passengers, despite a state law that prohibits such requirements.","A federal judge on Sunday granted Norwegian Cruise Line’s request for a preliminary injunction, temporarily allowing the company to require proof of vaccination from passengers despite a Florida law that bans businesses from doing so.",2021-08-09T02:18:49+0000,article,U.S.,News,Judge allows cruise line to temporarily require proof of vaccination in Florida.,"Cruises;Disease Rates;Coronavirus (2019-nCoV);Travel and Vacations;Vaccination and Immunization;Norwegian Cruise Line;Norwegian Cruise Line Holdings Ltd.;DeSantis, Ron;Rivkees, Scott;Florida"
3,"The incident happened during the ninth inning on Sunday while Lewis Brinson, who is Black, was hitting.","The Colorado Rockies are investigating whether a man in the stands at Coors Field in Denver on Sunday repeatedly and loudly yelled a racial slur at Miami Marlins outfielder Lewis Brinson, who is Black.",2021-08-09T03:18:30+0000,article,Sports,News,Rockies Investigating Whether Fan Shouted Racial Slur at a Marlins Player,"Miami Marlins;Colorado Rockies;Discrimination;Race and Ethnicity;Baseball;Black People;Blacks;Brinson, Lewis (1994- )"
4,The Taliban take three more cities.,"The Taliban seized three Afghan cities yesterday — the commercial hub of Kunduz, Sar-i-Pul and Taliqan, all in the north — in a staggering advance, as government forces struggled to hold the line. Even more populous cities are under siege, a devastating setback for the Afghan government.",2021-08-09T03:30:37+0000,article,Briefing,briefing,Your Monday Briefing,
5,"No corrections appeared in print on Monday, Aug. 9, 2021.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",2021-08-09T04:19:35+0000,article,Corrections,Correction,"No Corrections: Aug. 9, 2021",
6,"Quotation of the Day for Monday, August 9, 2021","“At the opening ceremony, I was like: ‘Five times? My feet hurt!’ But it’s real. It makes you want to come back and continue to give and to build for the next generation.”",2021-08-09T04:37:14+0000,article,Today’s Paper,News,"Quotation of the Day: After 7th Straight Gold, U.S. Looks to a New Era",
7,ABC airs the finale of the “The Bachelorette” Season 17 and PBS brings us to a Liza Minnelli concert.,"Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Aug. 9-15. Details and times are subject to change.",2021-08-09T05:00:07+0000,article,Arts,News,What’s on TV This Week: ‘The Bachelorette’ and Liza Minnelli,Television;Movies;Brooklyn Nine-Nine (TV Program);The Bachelorette (TV Program);LIZA WITH A Z (MOVIE);Love Island (TV Program);Fun with Dick and Jane (Movie)
8,Feeling stuck on today’s puzzle? We can help.,"MONDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2021-08-09T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
9,Gov. Greg Abbott joins other Republican leaders standing by their orders against mandates for masks and vaccines.,"AUSTIN, Texas — The dilemma sounded familiar. A prominent, ambitious red-state governor, who had staked out a firm position opposed to mask mandates and other aggressive measures to combat the spread of Covid-19, suddenly found himself on the defensive as cases and hospitalizations soared in his state.",2021-08-09T07:00:07+0000,article,U.S.,News,Abbott Criticized for Ban on Covid Mandates as Cases Soar in Texas,"Coronavirus (2019-nCoV);Vaccination and Immunization;Republican Party;Coronavirus Reopenings;Abbott, Gregory W (1957- );Adler, Steve (1956- );Disease Rates;Government Employees;Texas;Governors (US);Austin (Tex);Houston (Tex);San Antonio (Tex);Turner, Sylvester;Local Government;Masks;Mayors"
