,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Despite his bad poll numbers, I see a path to victory for Biden.","Well, this week has been an emotional roller coaster. On Sunday, a New York Times/Siena College poll showed President Biden behind Donald Trump in a bunch of battleground states, sending Democrats into a tizzy. Then on Tuesday, voters handed Democrats a string of election victories — the kind they have enjoyed in election after election since Trump was inaugurated in 2017.",2023-11-10T00:00:03+0000,article,Opinion,Op-Ed,Democrats: You Can Chill Out Now!,"Presidential Election of 2024;Polls and Public Opinion;United States Politics and Government;United States Economy;Democratic Party;Republican Party;Biden, Joseph R Jr"
1,Why are voters unhappy about low unemployment and falling inflation?,"Since Tuesday’s big Democratic electoral victories, I’ve been seeing some speculation to the effect that the 2024 election may be marked by a reverse coattail effect: that President Biden, whose poll numbers have supposedly been weighed down by a bad economy, may be lifted up by local candidates who have been racking up wins over social issues.",2023-11-10T00:00:11+0000,article,Opinion,Op-Ed,What History Tells Us About the Feel-Bad Economy,United States Economy;Presidential Election of 2024;Wages and Salaries;Inflation (Economics)
2,"In the Cyclops Mountains in the Indonesian part of the island of New Guinea, Oxford scientists and local guides made a series of spectacular discoveries.","A scientific expedition to a treacherous mountain range on the island of New Guinea has collected the first-ever photographic evidence confirming the survival of a bizarre, egg-laying mammal. The team also found dozens of undescribed species of insects, as well as newfound arachnids, amphibians and even a shrimp that dwells in trees.",2023-11-10T00:01:29+0000,article,Science,News,An Expedition Finds a ‘Lost’ Mammal and a Shrimp That Lives in Trees,Shrimp;Papua Province (Indonesia);New Guinea;Endangered and Extinct Species;Biodiversity;Conservation of Resources;Research;your-feed-science;your-feed-animals
3,"The vice president is said to be planning a surprise Friday trip to file paperwork for the state’s primary, which will be the first party-approved voting of 2024.","Vice President Kamala Harris will travel to Columbia, S.C., on Friday to formally file President Biden’s paperwork to appear on the Democratic primary ballot in the state, according to two people familiar with her plans.",2023-11-10T00:07:27+0000,article,U.S.,News,Kamala Harris Is Set to Visit South Carolina for Campaign Kickoff,"Harris, Kamala D;Presidential Election of 2024;South Carolina;Democratic Party;Clyburn, James E;Biden, Joseph R Jr;United States Politics and Government"
4,"Tree loss was down 20 percent from the previous year, the environment minister announced.","Deforestation in the Amazon rainforest in Brazil fell to a five-year low, the country’s National Institute of Space Research announced on Thursday, a sign that Brazil, which has the biggest share of tropical forest in the world, was making progress on its pledge to halt all deforestation by the end of the decade.",2023-11-10T00:07:54+0000,article,Climate,News,Deforestation in the Brazilian Amazon Falls to a Five-Year Low,"Biodiversity;AMAZON JUNGLE;Brazil;Forests and Forestry;Conservation of Resources;Global Warming;Da Silva, Luiz Inacio Lula;Bolsonaro, Jair (1955- );Wildfires;Logging Industry"
5,"The West Virginia senator, who announced Thursday that he would not seek re-election, has stoked chatter about a third-party run. But his allies have been tight-lipped about his plans.","Almost since he arrived in Washington, Senator Joe Manchin III of West Virginia has complained about the partisan nature of the Capitol and insisted that Americans aren’t as politically divided as the people they send to Congress.",2023-11-10T00:11:37+0000,article,U.S.,News,Joe Manchin’s Retirement Adds Fuel to 2024 Rumors,"Manchin, Joe III;Presidential Election of 2024;Third-Party Politics (US);United States Politics and Government;Democratic Party;No Labels;Senate;West Virginia;Campaign Finance"
6,"A widely read financial analyst, he was known for his annual forecast “Ten Surprises.” But he was fallible, as when he predicted a President Hillary Clinton.","At age 80, Byron Wien compiled “20 Life Lessons” from a long career as a Wall Street soothsayer. “Never retire” was No. 20. “If you work forever, you can live forever,’’ he explained. “I know there is an abundance of biological evidence against this theory, but I’m going with it anyway.”",2023-11-10T00:15:19+0000,article,Business Day,Obituary (Obit),"Byron Wien, Wall Street Seer of the Unexpected, Dies at 90","Wien, Byron R;Deaths (Obituaries);Banking and Financial Institutions;Blackstone Group, The;Morgan Stanley;Pequot Capital Management;Private Equity"
7,"Her latest debate performance prompted more than $1 million in donations — and drew in Ray Hunt, a billionaire backer. She’s still banking on a breakthrough to catch up to the front-runner.","In the Republican nomination contest, even five-inch stilettos might not be enough to overcome the towering figure of Donald J. Trump.",2023-11-10T00:18:59+0000,article,U.S.,News,"As Haley Rises, the Clock Is Ticking on Taking Down Trump","Haley, Nikki R;Trump, Donald J;DeSantis, Ron;Republican Party;Primaries and Caucuses;Presidential Election of 2024;Campaign Finance;Polls and Public Opinion;Debates (Political);United States Politics and Government"
8,Protesters marched at campuses and through Midtown on Thursday as anger and fear over the war in the Middle East escalated.,"Thousands of pro-Palestinian protesters calling for a cease-fire in the Israel-Hamas war shut down traffic in Midtown Manhattan on Thursday night, marking one of the largest actions in New York City in recent weeks.",2023-11-10T00:24:26+0000,article,New York,News,Intense Protests Again Shut Down Midtown Manhattan Streets,"Demonstrations, Protests and Riots;Midtown Area (Manhattan, NY);Israel-Gaza War (2023- );Columbia University;City University of New York;New York Times;Hamas;Israel;Gaza Strip;Palestinians"
9,"Letters, some apparently containing fentanyl or other substances, were sent to local election offices in at least four states.","Suspicious letters were sent to local elections officials in at least four states, the authorities said on Thursday, including to two locations in Washington State that were said to include white powders containing the toxic drug fentanyl.",2023-11-10T01:11:37+0000,article,U.S.,News,Letters With Suspicious Substances Sent to Election Offices Spur Alarm,"Presidential Election of 2024;Voter Fraud (Election Fraud);Fentanyl;Federal Bureau of Investigation;Postal Service (US);Raffensperger, Brad;Atlanta (Ga);Eugene (Ore);Spokane (Wash)"
