,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"As Black women have raised their profiles, they’ve also raised some right-wing hackles.","Claudine Gay, the president of Harvard who announced her resignation on Tuesday after her problematic congressional testimony about antisemitism and mounting questions about missing citations and quotation marks in her published work, was, in part, pushed out by political forces beyond academia and hostile to it.",2024-01-04T00:00:11+0000,article,Opinion,Op-Ed,The Persecution of Harvard’s Claudine Gay,"Gay, Claudine;Harvard University;Black People;Blacks;Colleges and Universities;Race and Ethnicity;Right-Wing Extremism and Alt-Right;Ethics and Official Misconduct;Plagiarism"
1,"The court documents include unredacted names of the disgraced financier and sex-offender’s associates, most of which had been widely publicized already.","Hundreds of pages of previously sealed court documents related to Jeffrey Epstein, the disgraced financier and registered sex offender, were made public Wednesday — but as most legal experts familiar with the sordid affair had surmised, there was no smoking gun list of famous men who had sought to have sex with young women and teen girls.",2024-01-04T00:13:40+0000,article,New York,News,"Unsealed Documents Shed Light on Epstein’s Misdeeds, and Little Else","Epstein, Jeffrey E (1953- );Sex Crimes;Human Trafficking;Child Abuse and Neglect;Prostitution;Giuffre, Virginia Roberts;Andrew, Duke of York;Clinton, Bill;Trump, Donald J;Conspiracy Theories"
2,The National Republican Senatorial Committee argued in an amicus brief that the Colorado Supreme Court overstepped in disqualifying former President Donald J. Trump from the primary ballot.,The top Republican Senate campaign group filed a brief on Wednesday with the United States Supreme Court in support of Donald J. Trump’s appeal of a Colorado ruling blocking him from the state’s presidential ballot. It is the latest sign of the rallying effect that the former president’s legal woes are having on his party.,2024-01-04T00:22:27+0000,article,U.S.,News,G.O.P. Senate Group Files Brief in Support of Trump’s Colorado Ballot Appeal,"Presidential Election of 2024;National Republican Senatorial Committee;Trump, Donald J;Supreme Court (US)"
3,"Israelis welcomed news that a top Palestinian militant had been killed, but feared that it might impede the release of hostages and kindle a broader war.","A day after a blast killed a senior Hamas leader outside Beirut, Lebanon, many Israelis welcomed the assassination as an important step in the campaign to destroy the militant group, but worried it might carry costs.",2024-01-04T00:26:37+0000,article,World,News,Israelis Worry a Blow Against Hamas May Bring Blowback,"Israel-Gaza War (2023- );Arouri, Saleh al- (1966-2024);Assassinations and Attempted Assassinations;Hamas;Israel;Lebanon;Palestinians;Gaza Strip;Nasrallah, Hassan;Netanyahu, Benjamin"
4,"Representative Tony Gonzales, who represents a Texas border district, drew a censure and primary opponents for defying his fellow Republicans on immigration. Now he has swung into line.","When Speaker Mike Johnson and scores of House Republicans converged in Eagle Pass, Texas, on Wednesday to call for a crackdown on migrants at the border, they had a somewhat unlikely host.",2024-01-04T00:54:17+0000,article,U.S.,News,A Skeptic of the G.O.P.’s Hard Immigration Line Becomes Its Champion,"United States Politics and Government;Immigration and Emigration;Illegal Immigration;Immigration Detention;House of Representatives;Republican Party;Gonzales, Tony (1980- );Johnson, Mike (1972- );Texas"
5,"Car thefts also increased amid a slight drop in crime overall in 2023, police officials said on Wednesday.","Overall crime fell slightly in New York City last year compared with 2022, though the number of felony assaults and car thefts remained stubbornly high, the police said on Wednesday.",2024-01-04T00:58:09+0000,article,New York,News,Homicides and Shootings Fell in New York City as Felony Assaults Rose,"Robberies and Thefts;Assaults;Police;Two Thousand Twenty Three;Automobiles;Crime and Criminals;Murders, Attempted Murders and Homicides;Adams, Eric L;New York City;Police Department (NYC);Sex Crimes"
6,"More than 1,200 people have now been arrested in connection with the attack on the Capitol, and more than 450 sentenced to periods of incarceration. The investigation is far from over.","More than 1,200 people have now been arrested in connection with the attack on the Capitol, and more than 450 sentenced to periods of incarceration. The investigation is far from over.",2024-01-04T01:24:30+0000,multimedia,U.S.,Interactive Feature,"The Jan. 6 Riot Inquiry So Far: Three Years, Hundreds of Prison Sentences","Storming of the US Capitol (Jan, 2021);Oath Keepers;Proud Boys;Right-Wing Extremism and Alt-Right;Treason and Sedition;Attacks on Police;Trespassing;Sentences (Criminal);United States Politics and Government;Trump, Donald J"
7,Stories and insights from their enduring connection.,"Oprah Winfrey and Gayle King talk with Jancee Dunn, a Well columnist at The New York Times, about what’s kept their friendship strong for close to 50 years.",2024-01-04T02:00:04+0000,article,Podcasts,News,Oprah Winfrey and Gayle King’s Iconic Friendship,"Culture (Arts);Friendship;Winfrey, Oprah;King, Gayle"
8,"Best friends, Winfrey and King talk about their enduring, enlivening relationship.","When I picture the perfect friendship, I think of what Oprah Winfrey and Gayle King have. For around 47 years, through life and career changes, they have publicly cheered each other on with enthusiasm and love. What’s their secret to maintaining a friendship so strong for so long? I wanted to know, so I called them to chat about their near half-century together.",2024-01-04T02:03:37+0000,article,Well,News,Listen to Oprah Winfrey and Gayle King Discuss Their Friendship,"Friendship;King, Gayle;Winfrey, Oprah;Content Type: Service"
9,"The visit to Texas reflects the extent to which immigration has become one of President Biden’s biggest political vulnerabilities, particularly as the 2024 election nears.","More than 60 House Republicans traveled to the southern border in Texas on Wednesday, seeking to pressure the Biden administration to enact stricter immigration policies as a record number of migrants enter the United States. They gathered near the Rio Grande in Eagle Pass, a town of fewer than 30,000 that has become a popular crossing point. ",2024-01-04T02:07:08+0000,article,U.S.,News,Assessing Republicans’ Claims About Immigration During Border Visit,"United States Politics and Government;Terrorism;Illegal Immigration;Biden, Joseph R Jr;Green, Mark E (1964- );Johnson, Mike (1972- );Wray, Christopher A;Eagle Pass (Tex);Texas"
