,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The fast-moving events highlighted the difficulty of covering the war between Israel and Hamas.,The shifting coverage about a deadly explosion at a hospital in Gaza highlighted the difficulties of reporting on a fast-moving war in which few journalists remain on the ground while claims fly freely on social media.,2023-10-19T00:01:50+0000,article,Business Day,News,"After Hospital Blast, Headlines Shift With Changing Claims",Israel-Gaza War (2023- );News and News Media;Civilian Casualties;Hospitals;Social Media;AL JAZEERA;Al Ahli Arab Hospital (Gaza Strip);New York Times;British Broadcasting Corp;Hamas;Israel;Palestinian Islamic Jihad
1,"A former boxer from the streets of Queens, he became a scene stealer with his portrayals of mobsters, cops and working men with soul.","Burt Young, a burly Queens-bred actor who leveraged a weary gravitas and bare-knuckled demeanor to build a prolific career as a Hollywood tough guy in films like “Chinatown,” “Once Upon a Time in America” and, most notably, “Rocky,” for which he was nominated for an Academy Award, died on Oct. 8 in Los Angeles. He was 83.",2023-10-19T00:02:40+0000,article,Movies,Obituary (Obit),"Burt Young, ‘Rocky’ Actor Who Played Complex Tough Guys, Dies at 83","Deaths (Obituaries);Actors and Actresses;Movies;Rocky (Movie);Stallone, Sylvester;Queens (NYC);Young, Burt"
2,"The emergency funding request to Congress, which would also include funds to fortify border security, is expected by Friday.","President Biden is expected to ask Congress in the coming days to approve about $100 billion in emergency funds to arm Israel, Ukraine and Taiwan and fortify the U.S.-Mexico border, according to multiple people familiar with the plan.",2023-10-19T00:30:08+0000,article,U.S.,News,"Biden is expected to request $100 billion for Israel, Ukraine and other crises.","United States Politics and Government;War and Armed Conflicts;United States International Relations;Israel-Gaza War (2023- );Russian Invasion of Ukraine (2022);House of Representatives;Senate;Democratic Party;Republican Party;Biden, Joseph R Jr;Austin, Lloyd J III;Schumer, Charles E"
3,"The endorsement is a blow to the governor’s rival for the Republican nomination as the Democrat, Senator Joe Manchin III, weighs whether to seek re-election.","Former President Donald J. Trump endorsed Gov. Jim Justice of West Virginia for senator, in a race that is widely viewed as a prime pickup opportunity as Republicans seek to reclaim control of the Senate.",2023-10-19T00:54:08+0000,article,U.S.,News,Trump Endorses Gov. Jim Justice in West Virginia Senate Race,"Elections, Senate;Justice, James C II;Republican Party;Trump, Donald J;Endorsements;Manchin, Joe III;Presidential Election of 2024;United States Politics and Government;Mooney, Alex X;West Virginia"
4,Rallies over the Israel-Hamas war have continued to be held across the country and in world capitals.,"Hundreds of demonstrators descended on a congressional building in Washington on Wednesday afternoon to demand a cease-fire in the Israel-Hamas war, resulting in an estimated 300 arrests and restricting access to Capitol Hill.",2023-10-19T01:00:09+0000,article,World,News,"About 300 protesters pleading for a cease-fire were arrested on Capitol Hill, organizers say.","Israel-Gaza War (2023- );United States Capitol Police;Capitol Building (Washington, DC);Gaza Strip;Demonstrations, Protests and Riots"
5,"Quotation of the Day for Thursday, October 19, 2023.",“We don’t want to see consumers hesitating over price when they want coffee.”,2023-10-19T01:11:53+0000,article,Corrections,Quote,"Quotation of the Day: In China, the Cheaper the Better",
6,The deportation of migrants who had entered the U.S. illegally came as the Biden administration lifted some sanctions against Venezuela.,"The United States, marking an end to a four-year suspension of returning Venezuelan migrants home, sent its first deportation flight to Caracas on Wednesday, with 127 people on board.",2023-10-19T01:46:27+0000,article,World,News,First Venezuelans Sent Back Under New U.S. Policy Arrive in Caracas,"Illegal Immigration;International Relations;Politics and Government;Deportation;United States International Relations;Chatham House (The Royal Institute of International Affairs);Maduro, Nicolas;Biden, Joseph R Jr;United States;Venezuela"
7,Colin Ernst is not one to back away from a challenge.,Jump to: Today’s Theme | Tricky Clues,2023-10-19T02:00:08+0000,article,Crosswords & Games,News,Modern-Day Provocateur,"Crossword Puzzles;Games;Ernst, Colin (Crossword Constructor)"
8,The families are torn between wanting their loved ones returned safely at any cost and concern about more loss of life.,"As Israel prepares for a possible ground offensive in the Gaza Strip, some Israelis whose family members were kidnapped by Hamas gunmen during the Oct. 7 terrorist attacks are split over the idea of sending troops into the enclave.",2023-10-19T02:00:12+0000,article,World,News,Families of Hamas Hostages Split on Invasion of Gaza,Hamas;Gaza Strip;Israel;Israel-Gaza War (2023- );Terrorism;Kidnapping and Hostages;War and Armed Conflicts
9,Jim Pillen said in a radio interview that he refused to read an investigation into his hog farms by a reporter who he said is from “Communist China.”,"Gov. Jim Pillen of Nebraska is facing criticism after he dismissed a news article about environmental concerns at his hog farms, saying that the reporter who wrote it was from “Communist China.”",2023-10-19T02:10:12+0000,article,U.S.,News,Nebraska Governor Is Criticized for Comments on Reporter’s Chinese Nationality,"Politics and Government;Freedom of the Press;Asian-Americans;Writing and Writers;Pillen, Jim;Guangzhou (China);Nebraska;Omaha (Neb);United States"
