,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"The man, Reza Baluchi, 51, was charged Tuesday in connection with the attempted voyage from Florida to London, cut short when the authorities caught up with him off the coast of Georgia last month.","As Hurricane Franklin was barreling toward the Eastern United States last month, the United States Coast Guard, preparing off the coast of Georgia, encountered another unexpected phenomenon.",2023-09-07T00:18:46+0000,article,U.S.,News,"Man Tried to Travel the Atlantic in a Hamster Wheel, U.S. Says. Again.","United States Coast Guard;Baluchi, Reza;Atlantic Ocean;Florida;Miami (Fla);internal-storyline-no"
1,"Joseph Kennedy’s case expanded the place of religion in public life. On Wednesday, he said he would “continue to work to help people understand and embrace the historic ruling at the heart of our case.”",A high school football coach in Washington State who won a Supreme Court case last year over whether he could pray on the field after his public school team's games and rejoined the coaching staff this season said on Wednesday that he had resigned.,2023-09-07T00:44:44+0000,article,U.S.,News,Coach Who Won Supreme Court Case Over Prayers on the Field Resigns,"Religion-State Relations;Coaches and Managers;Freedom of Religion;Christians and Christianity;Supreme Court (US);Kennedy, Joseph A (Football Coach);Bremerton (Wash)"
2,"New York’s attorney general opened an inquiry into the fatal shooting, which occurred amid what officials said was an investigation into car thefts and burglaries.","A sheriff’s deputy fatally shot two teenagers in Central New York on Wednesday after they tried to run him over with a car they had stolen and then used while breaking into two smoke shops, officials said.",2023-09-07T00:54:30+0000,article,New York,News,"Deputy Sheriff Kills 2 Teens Who Tried to Run Him Over, Officials Say","Robberies and Thefts;Police Brutality, Misconduct and Shootings;Deaths (Fatalities);Hyundai Motor Co;Kia Motors Corp;James, Letitia;DeWitt (NY);Onondaga County (NY)"
3,"When a woman said her date stole a pair of Tabi shoes from her, the internet went all in.","At first, it seemed like the average New York City meet-cute: girl passes boy in SoHo; girl goes on first date with boy, which leads to second date; girl eventually invites boy to her apartment, where the relationship is consummated.",2023-09-07T01:30:12+0000,article,Style,News,"After Two Dates, Her Designer Shoes Went Missing",Dating and Relationships;Shoes and Boots;Robberies and Thefts;Social Media;TikTok (ByteDance);Maison Margiela (Fashion Label);Fashion and Apparel
4,"Mexico will elect its first woman as president next year after the governing party chose Claudia Sheinbaum to square off against the opposition’s candidate, Xóchitl Gálvez.","Mexico’s governing party chose Claudia Sheinbaum, a former mayor of Mexico City, as its candidate in next year’s presidential election on Wednesday, creating a watershed moment in the world’s largest Spanish-speaking country, with voters expected to choose for the first time between two leading candidates who are women.",2023-09-07T01:36:22+0000,article,World,News,A Historic First for Mexico as Two Women Vie for the Presidency,"Mexico;Elections;Politics and Government;Women and Girls;Content Type: Personal Profile;Sheinbaum, Claudia;Morena (Mexican Political Party);Galvez, Xochitl (1963- );Broad Front for Mexico (Political Organization);National Action Party (Mexico);Institutional Revolutionary Party (Mexico);Lopez Obrador, Andres Manuel"
5,Ryan Patrick Smith shows us a different side of himself.,Jump to: Today’s Theme | Tricky Clues,2023-09-07T02:00:08+0000,article,Crosswords & Games,News,Created by a Real and True Human Being,"Crossword Puzzles;Smith, Ryan Patrick"
6,"The 73-year-old singer’s medical advisers made the decision to postpone the shows, according to the announcement.","Bruce Springsteen announced on Wednesday evening that he would postpone performances scheduled with the E Street Band for the rest of September, as he is treated for symptoms of peptic ulcer disease. ",2023-09-07T02:33:12+0000,article,Arts,News,Springsteen Postpones September Shows to Be Treated for Peptic Ulcer Disease Symptoms,"Springsteen, Bruce;Pop and Rock Music;Ulcers;Ohio;Syracuse (NY);Northeastern States (US)"
7,"The apprehension of the ship, the Suez Rajan, came after a group opposed to Iran raised accusations of sanctions violations last year.","The United States government has seized nearly one million barrels of Iranian crude oil that it says was being smuggled to China in violation of U.S. sanctions against Iran, after it raised the threat of prosecution to get the tanker brought to American waters, newly unsealed court papers show.",2023-09-07T02:44:11+0000,article,U.S.,News,U.S. Seized Iranian Oil Over Smuggling Incident That Escalated Tensions in Gulf,Islamic Revolutionary Guards Corps;Justice Department;United Against Nuclear Iran;Iran;United States;Oil (Petroleum) and Gasoline;Ships and Shipping;United States International Relations;China;Embargoes and Sanctions
8,"New data on trade showed continuing declines in both overseas sales and imports, signs of China’s economic struggles.","The value of China’s exports to the world dropped 8.8 percent in August from a year earlier, the government announced on Thursday, marking the fourth month in a row of sliding overseas sales.",2023-09-07T03:32:08+0000,article,Business Day,News,China’s Exports Fall for Fourth Straight Month,International Trade and World Market;Supply Chain;Real Estate (Commercial);China
9,"The 10-year-old female bear responsible for the earlier fatal attack near West Yellowstone, Mont., had also injured a person near an Idaho state park in 2020, officials said.","A grizzly bear that killed a woman on a Montana trail in July and injured a person near an Idaho state park in 2020 was euthanized after it broke through the kitchen window of a house this month, Montana wildlife officials said on Wednesday.",2023-09-07T03:38:23+0000,article,U.S.,News,Grizzly Bear That Had Killed a Woman Is Euthanized After Breaking Into a House,"Bears;Parks and Other Recreation Areas;National Parks, Monuments and Seashores;National Park Service;Montana;Yellowstone National Park"
10,"Even as China’s other exports falter, its carmakers are seeing big increases in overseas sales, mainly for gasoline-powered models.","At a time when many of China’s exports are faltering and its consumers are spending less at home, the country is flooding the world with cars.",2023-09-07T03:52:24+0000,article,Business Day,News,China Is Flooding the World With Cars,Automobiles;International Trade and World Market;Electric and Hybrid Vehicles;Ships and Shipping;Factories and Manufacturing;Shanghai Automotive Industry Corp;Chery Automobile Co;BYD Co Ltd;China
11,"In eight states, the estimated number of abortions increased by 60 percent or more as patients crossed state lines seeking care.","In eight states, the estimated number of abortions increased by 60 percent or more as patients crossed state lines seeking care.",2023-09-07T04:01:13+0000,multimedia,U.S.,Interactive Feature,"Abortions Rose in Most States This Year, New Data Shows",Abortion;United States;Dobbs v Jackson Women's Health Organization (Supreme Court Decision);Law and Legislation;States (US)
12,The Packers-Bears rivalry starts anew and the hyped-up Jets will be tested against the Bills in a strong slate of games.,"There is a beautiful optimism to the start of every N.F.L. season. Just about every team believes it could be this year’s version of the 2022 Giants, who surprisingly stormed to a 9-7-1 record and the playoffs. Every newly acquired player, regardless of age or recent production, is the key to overall improvement, and every player who left was probably at the end of his utility, anyway.",2023-09-07T04:01:17+0000,article,Sports,News,N.F.L. Week 1 Predictions: Our Picks Against the Spread,"Football;Green Bay Packers;Chicago Bears;Fields, Justin (1999- );Love, Jordan (1998- );Kansas City Chiefs;Detroit Lions;Kelce, Travis;New York Jets;Buffalo Bills;Rodgers, Aaron;Hamlin, Damar (1998- );Dallas Cowboys;New York Giants;Miami Dolphins;Los Angeles Chargers"
13,"The weapons, banned by most countries over human rights concerns, are “not a magic wand,” but some Ukrainian troops say they are making a difference in fighting Russian forces.",The images of Russian troops retreating from a village in Ukraine under fire leave little doubt of the impact of cluster munitions. Soldiers running from a constellation of at least a dozen explosions around them. An armored vehicle speeding down a road before being hit in a cascade of simultaneous eruptions salting the surrounding ground.,2023-09-07T04:01:18+0000,article,World,News,"Ukrainians Embrace Cluster Munitions, but Are They Helping?","Russian Invasion of Ukraine (2022);Cluster Munitions;Defense and Military Forces;Human Rights and Human Rights Violations;Arms Trade;Foreign Aid;United States International Relations;Biden, Joseph R Jr;Zelensky, Volodymyr;Ukraine;Russia;Urozhaine (Ukraine);Kupiansk (Ukraine)"
