,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,Nikki Haley is the only thing saving us from a full year of just Trump vs. Biden.,Two possible ways of looking at New Hampshire’s vote:,2024-01-25T00:00:07+0000,article,Opinion,Op-Ed,"Poor Nikki, Poor Us","Presidential Election of 2024;Haley, Nikki R;Trump, Donald J;Primaries and Caucuses;Biden, Joseph R Jr;Republican Party"
1,Replicating the chip-making power of T.S.M.C. in the United States will be much harder than Americans realize.,"“If China takes Taiwan, they will turn the world off, potentially,” Donald Trump told Fox News recently, apparently referring to a potential seizure of one company that is central to, well, pretty much everything. Indeed, it’s arguably the most important company in the world.",2024-01-25T00:00:07+0000,article,Opinion,Op-Ed,Visiting the Most Important Company in the World,"Taiwan Semiconductor Manufacturing Company Ltd;Computer Chips;Factories and Manufacturing;Politics and Government;United States International Relations;United States Economy;Supply Chain;Cyberwarfare and Defense;International Trade and World Market;Defense and Military Forces;Chang, Morris;Liu, Mark (Technology Executive);Taiwan;China"
2,"By staying in the race, she’s softening him up for the general election.","Nikki Haley absorbed a double-digit loss to Donald Trump in the New Hampshire Republican primary, but vowed to soldier on: “This race is far from over,” she said Tuesday night. But in truth, as the saying goes, it’s all over but the shouting.",2024-01-25T00:00:09+0000,article,Opinion,Op-Ed,"Haley Can’t Beat Trump, but She Can Sting Him","New Hampshire;Biden, Joseph R Jr;Presidential Election of 2024;Republican Party;Haley, Nikki R;Trump, Donald J;Primaries and Caucuses;United States Politics and Government"
3,"Just 22 when she charmed the festival crowd, she went on to enjoy success with songs like “Lay Down (Candles in the Rain)” and “Brand New Key.”","Melanie, the husky-voiced singer and songwriter who was one of the surprise stars of the Woodstock music festival in 1969 and two years later had a No. 1 single with the disarmingly childlike “Brand New Key,” died on Tuesday. She was 76.",2024-01-25T00:01:41+0000,article,Arts,Obituary (Obit),"Melanie, Singer Who Made a Solo Splash at Woodstock, Dies at 76",Melanie (1947-2024);Deaths (Obituaries);Woodstock Music Festivals;Pop and Rock Music;Folk Music
4,Employees at its Washington State factory are said to have removed the door plug for further work before the plane was delivered to Alaska Airlines.,"Nearly three weeks after a hole blew open on a Boeing 737 Max 9 during an Alaska Airlines flight, terrifying passengers, new details about the jet’s production are intensifying scrutiny of Boeing’s quality-control practices.",2024-01-25T00:03:54+0000,article,Business Day,News,Boeing Reinstalled Panel That Later Blew Out of 737 Max Jet,"AIRLINES AND AIRPLANES;Aviation Accidents, Safety and Disasters;Boeing Company;Boeing 737 Max Groundings and Safety Concerns (2019);United States Politics and Government;Factories and Manufacturing;Regulation and Deregulation of Industry;ALASKA AIRLINES;Federal Aviation Administration;National Transportation Safety Board;Spirit AeroSystems Inc;United Airlines;Wichita (Kan);Washington (State)"
5,"The music-streaming platform’s new “daylist” feature serves users three personalized playlists a day, with titles ranging from quirky to bewildering.","Have your Sunday scaries ever given way to a “Nervous Ocean Monday Morning”? Does the weekend truly begin on Friday, or on a “Wild and Free Chaotic Thursday Afternoon”? How should one dress for a “Paranormal Dark Cabaret Evening”?",2024-01-25T00:10:00+0000,article,Style,News,That Spotify Daylist That Really ‘Gets’ You? It Was Written by A.I.,"Spotify;Audio Recordings, Downloads and Streaming;Social Media;Artificial Intelligence;Music"
6,"Shawn Fain, the U.A.W. president, said that President Biden had earned the union’s endorsement when he joined striking members on the picket line last fall in an unprecedented show of support by a sitting president.","Shawn Fain, the U.A.W. president, said that President Biden had earned the union’s endorsement when he joined striking members on the picket line last fall in an unprecedented show of support by a sitting president.",2024-01-25T00:19:12+0000,multimedia,U.S.,Video,United Automobile Workers Union Endorses Biden’s Re-Election Bid,"Biden, Joseph R Jr;Presidential Election of 2024;United Automobile Workers;Endorsements;Fain, Shawn;Organized Labor;United States Politics and Government"
7,United Nations officials said a building that was being used as a shelter by about 800 people had been “clearly marked” as one of their facilities. Israel denied responsibility.,"Israeli forces pushed deeper into southern Gaza’s largest city on Wednesday, surrounding two major hospitals where thousands of people were seeking safety as a strike on a United Nations shelter killed at least nine people, according to U.N. officials and local health officials.",2024-01-25T01:00:16+0000,article,World,News,"U.N. Shelter in Besieged Khan Younis Is Struck, and at Least 9 Die",Israel-Gaza War (2023- );Khan Younis (Gaza Strip);Civilian Casualties;Deaths (Fatalities);Refugees and Displaced Persons;Palestinians;Gaza Strip;Israel;Defense and Military Forces;Hamas;Terrorism;United Nations;International Relations
8,A call for a wellness check led the authorities to the gruesome discovery.,A call for a wellness check led the authorities in Southern California to make a gruesome discovery this week: They found six bodies at a remote crossroads in the Mojave Desert.,2024-01-25T01:15:48+0000,article,U.S.,News,Six Bodies Found in Mojave Desert in Southern California,Deserts;Crime and Criminals;Mojave Desert (Calif);San Bernardino County (Calif);California;Deaths (Fatalities)
9,Republicans and some Democrats tried to repeal a waiver issued by the Biden administration that allows federally funded E.V. chargers to be made from imported iron and steel.,President Biden on Wednesday vetoed a Republican-led effort that could have thwarted the administration’s plans to invest $7.5 billion to build electric vehicle charging stations across the country.,2024-01-25T01:41:13+0000,article,Climate,News,Biden Vetoes Republican Measure to Block Electric Vehicle Charging Stations,"Global Warming;Greenhouse Gas Emissions;Electric and Hybrid Vehicles;Automobile Service and Charging Stations;Presidential Election of 2024;Infrastructure Investment and Jobs Act (2021);Inflation Reduction Act of 2022;Supply Chain;Biden, Joseph R Jr;House of Representatives;Senate"
10,"Both the Supreme Court and a federal appeals court denied stays sought by Kenneth Smith, who is scheduled to die on Thursday in the nation’s first nitrogen gas execution.","The U.S. Supreme Court and a federal appeals court each declined on Wednesday to intervene to stop Alabama from conducting the nation’s first-ever execution by nitrogen gas, putting the state on track to use the novel method to kill a death row prisoner.",2024-01-25T02:15:48+0000,article,U.S.,News,Supreme Court Declines to Stop Nitrogen Execution in Alabama,"Alabama;Capital Punishment;Smith, Kenneth (1988 Murder);Nitrogen;Supreme Court (US);Appeals Courts (US);Eighth Amendment (US Constitution)"
11,"The F.A.A. approved inspection guidelines for the 737s, one of which lost a body panel in flight. Alaska Airlines planned to start using them again on Friday and United on Sunday.",Federal regulators on Wednesday cleared the way for Boeing 737 Max 9 jets to fly again — but also said they would put new limits on production of the troubled planes.,2024-01-25T02:38:18+0000,article,Business Day,News,Grounded Boeing Max 9 Jets Could Resume Flying Within Days,Federal Aviation Administration;United Airlines;ALASKA AIRLINES;Boeing Company;AIRLINES AND AIRPLANES;Boeing 737 Max Groundings and Safety Concerns (2019)
12,Sam Ezersky raises the temperature in his grid.,Jump to: Today’s Theme | Tricky Clues,2024-01-25T03:00:07+0000,article,Crosswords & Games,News,Show of Hands,Crossword Puzzles;Games
13,"Nikki Haley, facing growing doubts and pressure to drop out, has winnowed the race to a one-on-one contest and is looking to make her case in South Carolina.","A combative Nikki Haley brought her presidential campaign back to South Carolina on Wednesday after a disappointing defeat the night before in New Hampshire, and told a boisterous crowd in a cavernous ballroom in North Charleston that she would fight Donald J. Trump for the Republican nomination.",2024-01-25T03:13:53+0000,article,U.S.,News,"Haley Looks to Fight on Home Turf, Which Her Rival Claims as Trump Country","Haley, Nikki R;Trump, Donald J;Presidential Election of 2024;United States Politics and Government;Primaries and Caucuses;Republican Party;South Carolina"
14,Melanie’s “Brand New Key” is just one of many weird songs that somehow topped the Billboard charts.,"When Melanie’s “Brand New Key” debuted in 1971, some people were confused. What did the singer, who died on Tuesday at 76, mean when she sang about having a brand-new pair of roller skates and someone else having a brand-new key?",2024-01-25T03:18:34+0000,article,Arts,News,How Did These Strange Songs Hit No. 1?,"Pop and Rock Music;Rap and Hip-Hop;Music;Billboard (Magazine);Country Music;Video Recordings, Downloads and Streaming;Dancing;Macarena;YouTube.com;Cyrus, Billy Ray;Lil Nas X (Rapper);Baauer (Rapper);Musson, Jayson;Old Town Road (Song)"
15,"The White House sent a letter to four senior lawmakers, one day after Turkey’s Parliament voted to allow Sweden to join NATO.","President Biden sent a letter to four senior members of Congress on Wednesday urging them to quickly approve a $20 billion sale of F-16 fighter jets to Turkey, following the vote one day earlier by Turkey’s Parliament to allow Sweden to join the North Atlantic Treaty Organization, according to three U.S. officials.",2024-01-25T03:47:02+0000,article,U.S.,News,Biden Urges Congress to Quickly Approve F-16 Sale to Turkey,United States Politics and Government;International Relations;Military Aircraft;HOUSE COMMITTEE ON FOREIGN AFFAIRS;Senate Committee on Foreign Relations;State Department;North Atlantic Treaty Organization;Hungary;Sweden;Turkey
16,"In December, Florida’s education commissioner wrote that “sociology has been hijacked by left-wing activists.”","Students can no longer take sociology to fulfill their core course requirements, Florida’s state university system ruled on Wednesday. Instead, its board of governors approved “a factual history course” as a replacement.",2024-01-25T04:39:23+0000,article,U.S.,News,Florida Eliminates Sociology as a Core Course at Its Universities,"Sociology;Colleges and Universities;Governors (US);DeSantis, Ron;Florida"
