,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"As Israeli forces pound Gaza, the area where Palestinians can seek shelter is shrinking, raising concerns that they could be forced into Egypt.","The last point of refuge for Palestinians fleeing from Israel’s relentless siege of Gaza is collapsing under the weight of tens of thousands of people seeking food and shelter, stirring fears of a potential mass displacement into Egypt, United Nations officials warned on Sunday.",2023-12-11T00:00:18+0000,article,World,News,"Gazans Mass at Border for Safety, but Find Only More Peril",Israel-Gaza War (2023- );Egypt;Refugees and Displaced Persons;Rafah (Gaza Strip);Palestinians;Palestinian Authority;Hamas;Gaza Strip;Israel;Qatar;International Relations;Sinai Peninsula (Egypt)
1,"Claudine Gay, Harvard’s president, faced rising pressure after her answers to questions about antisemitism. Some faculty members signed a petition supporting her.","The president of Harvard University, Claudine Gay, faced escalating pressure on Sunday to resign as prominent alumni, donors and politicians called for her ouster. But a group of faculty members rallied to support her, arguing that she was being railroaded for a moment of poorly worded remarks about antisemitism.",2023-12-11T00:08:36+0000,article,U.S.,News,"As Harvard President Faces Pressure to Resign, Some Faculty Show Support","Israel-Gaza War (2023- );Colleges and Universities;Harvard University;Gay, Claudine;Stefanik, Elise;Magill, Elizabeth;Massachusetts Institute of Technology;University of Pennsylvania;ACADEMIC FREEDOM;Freedom of Speech and Expression;Anti-Semitism"
2,Department stores have been a frequent target of takeover attempts by investors looking to take advantage of prime real estate.,"An investor group has submitted a bid for the famed department store chain Macy’s that would take the retailer private at a value of $5.8 billion, according to a person familiar with the bid, more than $1 billion over its current market value.",2023-12-11T00:14:10+0000,article,Business Day,News,Investor Group Is Said to Value Macy’s at $5.8 Billion in Offer,"Shopping and Retail;E-Commerce;Mergers, Acquisitions and Divestitures;Real Estate (Commercial);Brigade Capital Management LP;Macy's Inc"
3,Tammy Lacher Scully’s adult son disappeared 18 months ago from a psychiatric hospital in Bangor. It has fallen on her to keep the search going.,"For nine straight mornings last December, and again in the fading light of dusk, Tammy Lacher Scully left her home in Belfast, Maine, and drove a mile to the convenience store that doubles as a bus station.",2023-12-11T00:43:22+0000,article,U.S.,News,"In Maine, a Mother’s Lonely Quest for Her Missing Son","Missing Persons;Mental Health and Disorders;Content Type: Personal Profile;Bangor (Me);Lacher, Graham;Schizophrenia;Autism;audio-neutral-informative"
4,"A musical about seven autistic young adults, played by seven autistic young actors, breaks new ground on Broadway.","It would have been enough of a first for a Broadway musical to tell a respectful or even vaguely authentic story about autistic people. On the rare occasions we have seen such characters represented in commercial productions, they have mostly been objects of pity, mockery or fear.",2023-12-11T02:00:09+0000,article,Theater,Review,"Review: In ‘How to Dance in Ohio,’ Making Autism Sing","Theater;Theater (Broadway);How to Dance in Ohio (Play);Belasco Theater;Cannold, Sammi;Yandura, Jacob;Melocik, Rebekah Greer"
5,"No corrections appeared in print on Monday, Dec. 11, 2023.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",2023-12-11T03:33:21+0000,article,Corrections,News,"No Corrections: Dec. 11, 2023",
6,"Quotation of the Day for Monday, December 11, 2023.",“Everything going on here is better than what’s happening in my country.”,2023-12-11T03:34:08+0000,article,Corrections,Quote,Quotation of the Day: Border Clampdown Severs an Arizona Lifeline,
7,Conditions worsen in Gaza.,"Tens of thousands of Palestinians have gathered near Gaza’s border with Egypt, as they attempt to flee Israel’s complete siege of the Gaza Strip. Aid officials warned that conditions were “dire” amid “extreme” overcrowding, and they have raised alarms about the spread of disease and the risk of a potential mass displacement into Egypt.",2023-12-11T05:02:13+0000,article,Briefing,briefing,Monday Briefing,
8,"Several networks present holiday-themed specials, and Bravo airs “A Decade of Rumors and Lies,” hosted by Lisa Vanderpump.","Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Dec. 11-17. Details and times are subject to change.",2023-12-11T06:00:13+0000,article,Arts,News,What’s on TV This Week: Christmas Specials and a ‘Vanderpump Rules’ Recap,Television;Movies
9,This word has appeared in 67 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word surreptitiously has appeared in 67 articles on NYTimes.com in the past year, including on Oct. 23 in “How to Win Your Next UNO Game” by Deb Amlen:",2023-12-11T07:00:02+0000,article,The Learning Network,News,Word of the Day: surreptitiously,
10,Nothing resembling this pattern has occurred in other comparably wealthy countries.,Nothing resembling this pattern has occurred in other comparably wealthy countries.,2023-12-11T08:00:01+0000,multimedia,The Upshot,Interactive Feature,Why Are So Many American Pedestrians Dying at Night?,Deaths (Fatalities);Traffic Accidents and Safety;Walking;Driver Distraction and Fatigue;Automobiles;Poverty;United States
11,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-12-11T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
12,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-12-11T08:00:03+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
13,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-12-11T08:00:03+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
14,"Firms may struggle to keep profits up if demand slows, but so far they are finding ways to keep margins wide.","Alexander MacKay coleads the Pricing Lab at Harvard Business School, a research center devoted to studying how companies set prices. Since the pandemic, he has watched how businesses have become more willing to experiment with what they charge their customers.",2023-12-11T08:00:09+0000,article,Business Day,News,Corporate America Is Testing the Limits of Its Pricing Power,"Prices (Fares, Fees and Rates);Consumer Behavior;United States Economy;Inflation (Economics);Shopping and Retail;Company Reports;Corporations;Coronavirus (2019-nCoV)"
15,Video captured by a Times reporter showed how China attempted to prevent Filipino fishers from gaining access to Scarborough Shoal in the disputed South China Sea.,Video captured by a Times reporter showed how China attempted to prevent Filipino fishers from gaining access to Scarborough Shoal in the disputed South China Sea.,2023-12-11T08:03:28+0000,multimedia,World,Video,Chinese Ship Fires Water Cannon at Philippine Vessel,Maritime Accidents and Safety;China Coast Guard;China;Philippines;South China Sea;Scarborough Shoal (South China Sea);Territorial Disputes
16,The Philippines invited journalists on a mission to provide fuel to fishermen in disputed waters of the South China Sea amid tensions between Beijing and Manila.,"The Filipino fishers on wooden boats waved at our vessel, a Philippine fisheries boat, from less than a mile away, but no one on our ship dared to move. Encircling us were two Chinese Coast Guard ships and five Chinese militia vessels.",2023-12-11T08:04:29+0000,article,World,News,What It Feels Like to Be the Target of China’s Water Cannons,International Relations;Maritime Accidents and Safety;Fish and Other Marine Life;China Coast Guard;China;Manila (Philippines);Philippines;South China Sea
17,"The increase, going into effect in January, comes amid broader concerns about rising costs for lodging and transportation ahead of the Summer Olympics in Paris.",The Louvre Museum said it would raise its basic ticket price to 22 euros from 17 euros beginning next month in the latest sign that visitors may face higher costs ahead of next year’s Summer Olympics in Paris.,2023-12-11T09:35:28+0000,article,World,News,You’ll Pay More to See the Mona Lisa: The Louvre Is Raising Its Admission Price,"Art;Museums;Prices (Fares, Fees and Rates);Price Gouging;Summer (Season);Paris (France);Louvre Museum"
18,"Several states have passed new versions of alien land laws, which were popular in the late 19th and early 20th centuries.","In the late 1950s, my parents tried to buy land in northern New Jersey on which to build a home. But no one would sell to them. A real estate agent said it was because they were Chinese.",2023-12-11T10:00:14+0000,article,Opinion,Op-Ed,Ron DeSantis ‘Banned China From Buying Land in the State of Florida.’ How Did We Get Here?,Discrimination;International Relations;Politics and Government;United States;Chinese-Americans
19,"A guide to the different types of medications for treating insomnia, their risks and when experts recommend using them.","About a third of adults around the globe say they sometimes struggle to fall asleep or stay asleep. If you’re one of them, you may have tried sleep medications to find temporary tranquillity.",2023-12-11T10:00:37+0000,article,Well,News,What You Need to Know About Sleeping Pills,Sleep;Insomnia;Content Type: Service;Drugs (Pharmaceuticals);Depression (Mental);Melatonin (Hormone);Antihistamines;Sleepwalking;Anxiety and Stress
20,"On the spectacular northern coast of Puerto Rico, a writer’s favorite stretch of golden sand beckoned, but getting there legally would take some creativity.","On the northern coast of Puerto Rico — about an hour’s drive west of San Juan, off a wisp of a road threaded through dense green foliage — there exists a long, empty beach that has haunted my dreams for years. On Google Maps, it appears as Punta Caracoles Beach, but I have always thought of it as Perfect Beach.",2023-12-11T10:00:38+0000,article,Travel,News,Finding a Way Back to ‘Perfect Beach’,Beaches;Travel and Vacations;Restaurants;Puerto Rico
21,"My disability means I’ll need long-term care. If I pay for more now, will my boyfriend care for me later?",This essay is part of a Modern Love project on the intersection of money and relationships.,2023-12-11T10:00:42+0000,article,Style,News,Can Love Overcome the ‘Cost’ of Care?,Dating and Relationships;Personal Finances;Marriages;Disabilities;Dancing
22,The common denominator between the two relationships had not been gender or sexual orientation. It had been me.,This essay is part of a Modern Love project on the intersection of money and relationships.,2023-12-11T10:00:44+0000,article,Style,News,Was My Boyfriend Financially Controlling? Was My Girlfriend?,Dating and Relationships;Personal Finances
23,"A family of four lived in a tiny apartment while they looked for something bigger. They bought a place, but it needed work. So it’s back to a small rental.","“We’ve been living out of boxes for two and a half years,” said Susie Kwak Ting.",2023-12-11T10:00:47+0000,article,Real Estate,News,"In Brooklyn, Brownstone Dreams Start With One-Bedroom Rentals","Renting and Leasing (Real Estate);Real Estate and Housing (Residential);Park Slope (Brooklyn, NY);Content Type: Personal Profile"
24,Set yourself up for an invigorating new year.,"Would you like more energy as you go about your day? We’ll bet the answer is yes. Whether you’re younger or older, working or retired, raising a family or living solo, most of us could use more vigor in our lives.",2023-12-11T10:00:54+0000,article,Well,News,Sign Up for Well’s 6-Day Energy Challenge,New Year;Newsletters
25,"“Multiplicity,” like so many of the artworks it features, spills out from the tight frame of the Frist Art Museum itself.","One of the greatest astonishments of “Multiplicity: Blackness in Contemporary Collage,” on display through Dec. 31 at the Frist Art Museum in Nashville, is that no major institution has ever before mounted a comprehensive showcase of work by Black collage artists. One of the most original things about the exhibition, in other words, is the fact of its existence.",2023-12-11T10:00:54+0000,article,Opinion,News,"Piecing Together a Black Identity, and a Whole Black World","Art;Race and Ethnicity;Museums;Nashville (Tenn);Marshall, Kerry James"
26,What would you do if you won the lottery? How do we stop having this same fight about money? And much more.,This article is part of a Modern Love project on the intersection of money and relationships.,2023-12-11T10:01:01+0000,article,Style,News,Ask These 11 Money Questions Before Moving In With Your Partner,Personal Finances;Dating and Relationships;Budgets and Budgeting;Marriages;Content Type: Service
27,"The award, which will go to BAE Systems, is part of a new government program aimed at creating a more secure supply of semiconductors.","The Biden administration announced on Monday that BAE Systems, a defense contractor, will receive the first federal grant from a new program aimed at shoring up American manufacturing of critical semiconductors.",2023-12-11T10:01:07+0000,article,Business Day,News,Biden Administration Chooses Military Supplier for First Chips Act Grant,"Factories and Manufacturing;Computer Chips;Supply Chain;United States Politics and Government;United States Economy;Shortages;Defense Contracts;Federal Aid (US);Tax Credits, Deductions and Exemptions;Military Aircraft;United States International Relations;F-35 Airplane;Defense and Military Forces"
28,"Government officials and energy developers misjudged the difficulty of building huge clean energy projects in the United States, which has built very few of them.","A few years ago, interest in offshore wind energy was so strong that developers proposed spending tens of billions of dollars to plunk hundreds of turbines the size of skyscrapers in the Atlantic Ocean from Maine to Virginia.",2023-12-11T10:01:14+0000,article,Business Day,News,"What Ails Offshore Wind: Supply Chains, Ships and Interest Rates","Wind Power;Supply Chain;Alternative and Renewable Energy;United States Economy;Electric Light and Power;Factories and Manufacturing;Inflation Reduction Act of 2022;Inflation (Economics);Ships and Shipping;Government Contracts and Procurement;Dominion Energy;Orsted AS;Biden, Joseph R Jr;Northeastern States (US);States (US);Brownsville (Tex);Virginia;United States"
29,"I didn’t see the point of investing in candlelit dinners or surprise gifts. Then I met Nicki, who taught me that romance is not an extravagance.",This essay is part of a Modern Love project on the intersection of money and relationships.,2023-12-11T10:01:27+0000,article,Style,News,How I Learned to Spend Money on Love,"Personal Finances;Dating and Relationships;Love (Emotion);Families and Family Life;Writing and Writers;Korean-Americans;Finances;Yoon, David"
30,My father’s decision to cut me out of his will shocked me. Could the damage ever be repaired?,This essay is part of a Modern Love project on the intersection of money and relationships.,2023-12-11T10:01:32+0000,article,Style,News,The Devastation of Disinheritance,Love (Emotion);Wills and Estates;Families and Family Life;Content Type: Personal Profile
31,"No matter how dark the days, we can find light in our own hearts, and we can be one another’s light.","The mornings are dark, the late afternoons are dusky, and before we finish making dinner, the daylight is gone. As we approach the darkest days of the year, we’re confronted with the darkness of wars, a dysfunctional government, fentanyl deaths, mass shootings and reports of refugees crawling through the Darién Gap or floundering in small boats in the Mediterranean. And we cannot avoid the tragedy of climate change with its droughts, floods, fires and hurricanes. Indeed, the world is pummeled with misfortune.",2023-12-11T10:01:47+0000,article,Opinion,Op-Ed,Finding Light in Winter,Winter (Season);Disasters and Emergencies
32,"An auction house is selling the three reels, which come from a recording session for Dylan’s first album.",Good morning. It’s Monday. Today we will find out how a sculptor in Detroit came to have master tapes of Bob Dylan’s first album. They could sell for as much as $1.2 million at an auction this week.,2023-12-11T10:01:47+0000,article,New York,briefing,"Bob Dylan Sings, and Talks, on These Tapes From 62 Years Ago","New York City;internal-storyline-no;Pop and Rock Music;Auctions;Nineteen Hundred Sixties;Columbia Records;Guernsey's;Dylan, Bob;East Village (Manhattan, NY)"
33,"A year ago, Sam Bankman-Fried and Changpeng Zhao ran two of the largest crypto companies. As they grapple with legal woes, others are jockeying to lead the industry’s next chapter.",The price of Bitcoin is surging again. Major financial firms are showing renewed interest in digital currencies. And crypto fanatics are celebrating the end of a long period of depressed prices and business collapses.,2023-12-11T10:01:50+0000,article,Technology,News,The Power Vacuum at the Top of the Crypto Industry,"Virtual Currency;Regulation and Deregulation of Industry;Bitcoin (Currency);Social Media;Banking and Financial Institutions;Binance;BlackRock Inc;Coinbase Inc;HK FTX Trading Ltd (Futures Exchange);Armstrong, Brian (1983- );Bankman-Fried, Sam;Zhao, Changpeng"
34,"Kibbutz Kfar Aza was devastated in the Hamas-led assault of Oct. 7, with its residents killed and kidnapped. Some see the prospects of its rehabilitation as a barometer for Israel’s future.","The kibbutz’s pub looks much as it always has. Trophies won by the communal village’s soccer team, the Kfar Aza Foxes, line a shelf above the bar. Residents, young and old, gather to swap news, share a drink or play a game of pool.",2023-12-11T10:01:51+0000,article,World,News,Ravaged Israeli Border Community Ponders: What’s Next?,"Israel;Israel-Gaza War (2023- );Kibbutz Movement;Kidnapping and Hostages;Therapy and Rehabilitation;War Crimes, Genocide and Crimes Against Humanity;Hamas"
