,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The delay came as federal prosecutors pushed back against the former president’s efforts to attack another judge in his election interference case in Washington.,"Donald J. Trump has sued the judge overseeing the New York attorney general’s civil fraud case against him, a move that could delay his upcoming trial.",2023-09-15T00:15:57+0000,article,New York,News,Trump Lawsuit Against Judge Could Delay N.Y. Fraud Trial,"Suits and Litigation (Civil);Frauds and Swindling;New York State Civil Case Against Trump (452564/2022);Trump, Donald J;Engoron, Arthur F;James, Letitia;New York State"
1,"The Alliance of Motion Picture and Television Producers said the union had asked for a meeting, which would be the first in nearly a month.","Contract negotiations between Hollywood studios and striking screenwriters could restart next week, the studios said in a statement on Thursday. A return to bargaining — the last talks were held three weeks ago — could be a turning point in the strike, now in its fifth month.",2023-09-15T00:16:01+0000,article,Business Day,News,Studios Say Talks With Striking Writers May Resume Next Week,Movies;Writing and Writers;Strikes;ALLIANCE OF MOTION PICTURE AND TELEVISION PRODUCERS;Writers Guild of America;Hollywood (Calif)
2,His party is a threat and he should say so.,"Rolling out the announcement that he won’t run for re-election, Senator Mitt Romney of Utah has framed it as a passing of the torch. “At the end of another term, I’d be in my mid-80s,” he said in a video statement. “Frankly it’s time for a new generation of leaders. They’re the ones that need to make the decisions that will shape the world they will be living in.” He clearly means this as a rebuke to the 80-year-old Joe Biden and the 77-year-old Donald Trump, neither of whom, he said, “are leading their party” to confront the major issues facing our country. “The next generation of leaders must take America to the next stage of global leadership.”",2023-09-15T00:18:15+0000,article,Opinion,Op-Ed,Mitt Romney’s Tragic Ambivalence,"Romney, Mitt;Trump, Donald J;Republican Party;Senate;United States Politics and Government"
3,"The writer-performer wanted to avoid the pandemic, but couldn’t. Her new solo show dives into birth, death and cosmic confusion.","Rachel Bloom came to perform her latest live show in New York, and she really wanted to do it as if it were 2019. That was the year when her musical-comedy series, “Crazy Ex-Girlfriend,” ended its four-season run on the CW, and Bloom was getting ready to hit the road. But in 2020, some things happened.",2023-09-15T00:30:08+0000,article,Theater,Review,"‘Death, Let Me Do My Show’ Review: Rachel Bloom Can’t Shake the Dread","Comedy and Humor;Theater;Lortel, Lucille, Theater;Bloom, Rachel Leah (1987- );Barrish, Seth;Manhattan (NYC);Death, Let Me Do My Show (Play)"
4,"In January, Preston Walls fatally shot a 16-year-old and an 18-year-old who were part of an educational program for at-risk youths.",An Iowa teenager was found guilty on Thursday of second-degree murder and manslaughter in the shooting deaths of two students in January at an educational program for at-risk youths.,2023-09-15T01:46:55+0000,article,U.S.,News,Iowa Teen Found Guilty of Fatally Shooting 2 Students,"Murders, Attempted Murders and Homicides;Youth;Mass Shootings;Des Moines (Iowa);Iowa"
5,"Test your solving immunity on this John Suarez poser, from the 183rd National Puzzlers’ League Convention.","VIRAL TRIGRAMS — Every year The Times runs a puzzle from the National Puzzlers’ League Convention, which this year was held in Montreal in July. This treat from John Suarez is our second iteration of Trigrams; the first example is from 2019 and has slightly different rules. The key component in both puzzles is groups of three letters.",2023-09-15T02:02:03+0000,article,Crosswords & Games,News,Variety: Viral Trigrams,"Puzzles;Suarez, John M"
6,We asked candidates about presidential authority. Here is what they said.,We asked candidates about presidential authority. Here is what they said.,2023-09-15T02:02:50+0000,multimedia,U.S.,Interactive Feature,The 2024 Executive Power Survey – Marianne Williamson,
7,We asked candidates about presidential authority. Here is what they said.,We asked candidates about presidential authority. Here is what they said.,2023-09-15T02:03:11+0000,multimedia,U.S.,Interactive Feature,The 2024 Executive Power Survey,"Presidential Election of 2024;Presidents and Presidency (US);United States Politics and Government;Biden, Joseph R Jr;Kennedy, Robert F Jr;Williamson, Marianne;Hutchinson, Asa;Pence, Mike;Ramaswamy, Vivek (1985- );Suarez, Francis X (1977- )"
8,We asked candidates about presidential authority. Here is what they said.,We asked candidates about presidential authority. Here is what they said.,2023-09-15T02:04:37+0000,multimedia,U.S.,Interactive Feature,The 2024 Executive Power Survey – Joe Biden,
9,We asked candidates about presidential authority. Here is what they said.,We asked candidates about presidential authority. Here is what they said.,2023-09-15T02:04:56+0000,multimedia,U.S.,Interactive Feature,The 2024 Executive Power Survey – Robert F. Kennedy Jr.,
