,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"The proposal, which calls for indefinite Israeli military control and buffer zones in the territory, rankled Arab nations and was rejected by Palestinians.","Prime Minister Benjamin Netanyahu of Israel released on Friday his most detailed proposal yet for a postwar Gaza, pledging to retain indefinite military control over the enclave, while ceding the administration of civilian life to Gazans without links to Hamas.",2024-02-24T00:00:16+0000,article,World,News,Netanyahu Issues First Plan for Postwar Gaza,"Israel-Gaza War (2023- );Israel;Netanyahu, Benjamin;Defense and Military Forces;Gaza Strip;West Bank;Palestinians;Hamas;Palestinian Authority;International Relations;United Nations Relief and Works Agency;Egypt;United States International Relations;Peace Process"
1,"In a letter, Joseph Ladapo said parents at an elementary school with confirmed measles cases can decide whether their children should attend school.","As a cluster of measles cases grew in an elementary school in southern Florida, the state’s surgeon general sent a letter to parents that contradicted widespread medical guidance about how to keep the disease from spreading.",2024-02-24T00:09:19+0000,article,Well,News,"Amid Florida’s Measles Outbreak, Surgeon General Goes Against Medical Guidance","Vaccination and Immunization;Children and Childhood;Measles;Disease Rates;Quarantines;Florida;Ladapo, Joseph A"
2,"His financial misdeeds may have led to conviction, but his extravagant sartorial tastes proved little help to the former N.R.A. chief’s case.","You’d think Wayne LaPierre would have read the playbook. After decades in the spotlight, the former chief executive of the National Rifle Association could have been expected to know that, for public figures, conspicuous consumption is always a bad look.",2024-02-24T00:15:03+0000,article,Style,News,Wayne LaPierre: Dapper as Charged,"LaPierre, Wayne;National Rifle Assn;Ethics and Official Misconduct;Fashion and Apparel;Suits (Apparel);Frauds and Swindling"
3,Evidence showed that the National Rifle Association’s leader lived well on donated money as he fought regulations on firearms.,"The case brought by New York’s attorney general, Letitia James, against the National Rifle Association aimed to show how it used donations from gun owners across the country to pay for luxuries and exotic travel for its executives.",2024-02-24T01:32:00+0000,article,New York,News,Guns and Goodies: How LaPierre Spent the N.R.A.’s Money,"LaPierre, Wayne;National Rifle Assn;Gun Control;Executive Compensation"
4,Cast an admiring eye on this scintillating themeless by Rebecca Goldstein and Rafael Musa.,"SATURDAY PUZZLE — Where to begin? I can’t be the only one who thought this after scanning this grid’s clues. I didn’t recognize a single factoid quickly, despite the specificity of most of the trivia questions; my mind didn’t click on any of the wordplay, either. Cue the cold sweat, which usually, and thankfully so, wakes up a few backup brain cells. In this case, they had a couple of ideas and good guesses, and then I slowly got rolling.",2024-02-24T03:00:06+0000,article,Crosswords & Games,News,Love Scene?,"Crossword Puzzles;Goldstein, Rebecca (Crossword Constructor);Musa, Rafael (Crossword Constructor)"
5,"Let loose by an act of vandalism, the Eurasian eagle-owl died after apparently striking an Upper West Side building, according to the zoo.","Flaco, the Eurasian eagle-owl whose escape from the Central Park Zoo and subsequent life on the loose in Manhattan captured the public’s attention, died Friday night after apparently striking a building on the Upper West Side, officials said.",2024-02-24T03:50:33+0000,article,New York,News,"Flaco, Escaped Central Park Zoo Owl and Defier of Doubts, Is Dead","Owls;Zoos;Central Park Zoo;Wildlife Conservation Society;Central Park (Manhattan, NY)"
6,"Quotation of the Day for Saturday, February 24, 2024.","“I’m not just an Ivy League kid who is smart in the classroom. I’m smart on the field, too.”",2024-02-24T05:00:00+0000,article,Corrections,Quote,"Quotation of the Day: Yale Tackle Isn’t the Best in the Draft, but Might Be the Most ‘Interesting’",
7,"Corrections that appeared in print on Saturday, Feb. 24, 2024.","A headline with an article on Friday about Senator Chuck Schumer’s visit to Ukraine misidentified the city that Mr. Schumer visited. He visited Lviv, not Kyiv.",2024-02-24T05:00:01+0000,article,Corrections,News,"Corrections: Feb. 24, 2024",
8,Nikki Haley trails Donald J. Trump by wide margins in her home state. Here are the things worth watching.,"South Carolina voters head to the polls on Saturday to cast ballots in a Republican presidential primary that could well determine the political fate of the state’s former governor, Nikki Haley, in her long-shot bid to derail former President Donald J. Trump’s march to the Republican nomination.",2024-02-24T05:01:14+0000,article,U.S.,News,What to Watch in the South Carolina G.O.P. Primary,"Presidential Election of 2024;United States Politics and Government;Primaries and Caucuses;Polls and Public Opinion;Republican Party;Haley, Nikki R;Trump, Donald J;South Carolina"
9,The costs of two years of war in Ukraine have been enormous. But many Russians are feeling optimistic.,The costs of two years of war in Ukraine have been enormous. But many Russians are feeling optimistic.,2024-02-24T05:05:01+0000,multimedia,World,Interactive Feature,Russia’s Brutal War Calculus,"Russia;Putin, Vladimir V;Ukraine"
10,"In a speech to the Black Conservative Federation, former President Donald J. Trump made express overtures to Black voters, whom he and his campaign are eager to win over.","Former President Donald J. Trump, in a speech to a Black conservative group on Friday night, said he believed that the four criminal cases he is facing have earned him support from Black voters because they saw the historic unfairness of the justice system reflected in his legal woes.",2024-02-24T07:02:24+0000,article,U.S.,News,"Trump Says Indictments, and His Mug Shot, Are Helping Him With Black Voters","Trump, Donald J;Mug Shots;Black People;Blacks;Discrimination;Conservatism (US Politics);Republican Party;Presidential Election of 2024;South Carolina;United States Politics and Government;Polls and Public Opinion"
11,"Surplus weed produced in states like Oklahoma is increasingly ending up in New York, fueling its illicit market and complicating the state’s efforts to expand legal cannabis sales.","In the dead of night last April, state drug agents in Oklahoma intercepted an 18-wheeler rumbling east toward the Arkansas border smuggling 7,000 pounds of marijuana hidden in security camera boxes.",2024-02-24T08:00:10+0000,article,New York,News,"Grown in Oklahoma, Smoked in New York: Illicit Marijuana’s Legal Roots",Marijuana;Black Markets;States (US);Drug Abuse and Traffic;Smuggling;Supply Chain;Medical Marijuana;Oklahoma;New York State;New York City
12,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2024-02-24T08:00:13+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game);Crossword Puzzles
13,"Jose LaSalle is known as the Metropolitan Transportation Authority’s “weekend service czar.” That keeps him racing across the city on Sundays, and trying to grab lunch with his wife.","New Yorkers who take the subway on Sundays may not know the name Jose LaSalle, but they might have seen him around in his orange safety vest.",2024-02-24T08:00:14+0000,article,New York,News,How the Subway’s Weekend Problem Fixer Spends His Sundays,New York City;Subways;Delays (Transportation);Stations and Terminals (Passenger);Transit Systems;Metropolitan Transportation Authority;Content Type: Personal Profile
14,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2024-02-24T08:00:16+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle);Crossword Puzzles
15,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2024-02-24T08:00:19+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
16,"A brooding biologist seeks transcendence in Martin MacInnes’s richly atmospheric, patiently unfurling novel “In Ascension.”","How to comprehend the vastness of the cosmos; how to comprehend not just the mystery of our place and purpose within it, but also our own lives as we live them on earth? Martin MacInnes’s Booker-longlisted third novel, “In Ascension,” is an elegiac voyage through these questions, a vaulting exploration of the interplay between the micro and the macro, the human and the otherworldly.",2024-02-24T10:00:08+0000,article,Books,Review,Cosmically Connected in a Journey From Deep Sea to Deep Space,"Books and Literature;In Ascension (Book);MacInnes, Martin (Author)"
17,Buying a small-town club offers a tempting entry to ownership. But the sport’s economics mean even multimillionaires can struggle to compete.,"Geoff Thompson knows there are plenty of people who want to buy what he has to sell. The phone calls and emails over the last few weeks have left no doubt. And really, that is no surprise. Few industries are quite as appealing or as prestigious as English soccer, and Mr. Thompson has a piece of it.",2024-02-24T10:00:27+0000,article,World,News,Why the Cost of Success in English Soccer’s Lower Leagues Keeps Going Up,Soccer;High Net Worth Individuals;English Premier League;Wrexham AFC (Soccer Team);England
18,The end of a pandemic-era policy that barred states from pushing people off Medicaid is threatening the financial stability of the U.S. safety net.,"Appointment cancellations and financial distress have become a constant at Bethesda Pediatrics, a nonprofit medical clinic in East Texas that is heavily dependent on Medicaid, the health insurance program for the poor.",2024-02-24T10:00:34+0000,article,Health,News,"As Medicaid Shrinks, Clinics for the Poor Are Trying to Survive",Medicaid;Poverty;Children and Childhood;Health Insurance and Managed Care;Texas;Tyler (Tex);United States;your-feed-science
