,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"In “The Fall,” Wolff predicts the collapse of Rupert Murdoch’s cable network and recounts the recent tumult there through a barrage of fuzzily sourced trash talk.","Michael Wolff’s new book is a chronicle of very recent events that starts with something that hasn’t happened yet: the death of Rupert Murdoch, who as of this writing is 92 and very much alive. (On Sept. 21, after this review was published, he announced his retirement from the boards of Fox and News Corporation, the cornerstones of his remaining empire.) A prologue in the form of a deadpan mock obituary — by far the most sober and judicious stretch of pages in this cornucopia of innuendo and convoluted prose — sets up a headlong tumble through 18 months of uncertainty and upheaval at Fox News and among its custodians in the Murdoch family. A story of chaotic corporate stewardship and generational conflict unfolds in the shadow of a looming actuarial certainty.",2023-09-20T00:02:17+0000,article,Books,Review,He Dissected Trump. Now Michael Wolff Performs an Autopsy on Fox News.,"Books and Literature;News and News Media;Fox News Channel;Trump, Donald J;Wolff, Michael (1953- );AILES, ROGER E;Carlson, Tucker;Guilfoyle, Kimberly;Hannity, Sean;Ingraham, Laura A;Murdoch, Rupert;Content Type: Personal Profile;The Fall: The End of Fox News and the Murdoch Dynasty (Book);audio-neutral-informative"
1,Migrants and advocates say that some people who have been waiting months for the opportunity to enter the U.S. legally have grown impatient and are willing to take a risk.,"Unlawful crossings along the Southern border have reached levels not seen for several months, straining government resources and taxing some local communities where large numbers of migrants have been released from federal custody.",2023-09-20T00:51:30+0000,article,U.S.,News,Unlawful Border Crossings Are Rising Fast After a Brief Decline,"Illegal Immigration;Human Trafficking;Immigration Detention;Asylum, Right of;Smuggling;International Relations;Refugees and Displaced Persons;Immigration and Emigration;United States Politics and Government;Drug Cartels;Rumors and Misinformation;Border Patrol (US);Customs and Border Protection (US);Darien Gap;Tucson (Ariz);Mexico;El Paso (Tex)"
2,"After Donald Trump said a six-week ban signed by Ron DeSantis in Florida was “a terrible thing,” Iowa’s governor defended a similar law in her state, and others joined in the criticism.","Gov. Kim Reynolds of Iowa attacked former President Donald J. Trump on Tuesday for his criticism of restrictive abortion legislation, highlighting a potential weakness for Mr. Trump in her state just months before the Iowa caucuses.",2023-09-20T01:52:30+0000,article,U.S.,News,Trump’s Abortion Comments Expose a Line of Attack for Rivals in Iowa,"Trump, Donald J;DeSantis, Ron;Reynolds, Kimberly (1959- );Republican Party;Presidential Election of 2024;Abortion;Primaries and Caucuses;United States Politics and Government;Iowa"
3,Gina Turner makes her New York Times debut.,Jump to: Today’s Theme | Tricky Clues,2023-09-20T02:00:02+0000,article,Crosswords & Games,News,Sea Dogs,"Crossword Puzzles;Turner, Gina (Crossword Constructor)"
4,"He was publisher of The Chicago Sun-Times, where he was also the top editor, and New York’s Daily News. He was later editor of Foreign Affairs magazine.","James Hoge, who was a blue-blooded editor and publisher of blue-collar newspapers in Chicago and New York for a quarter-century and then long guided a leading journal on international relations, died on Tuesday in Manhattan. He was 87.",2023-09-20T02:22:12+0000,article,Obituaries,Obituary (Obit),"James Hoge, Who Led Two Big City Tabloids, Dies at 87","Hoge, James F Jr;Newspapers;Strikes;Pulitzer Prizes;Chicago Sun-Times;Foreign Affairs (Magazine);New York Daily News;Deaths (Obituaries)"
5,"Quotation of the Day for Wednesday, September 20, 2023.","“Which of the successive governments which have come to power would you hold accountable for this, especially when you have fragmented governments?”",2023-09-20T03:10:54+0000,article,Corrections,Quote,"Quotation of the Day: From Flood-Struck Ruins, Libyans Demand Official Accountability",
6,"Fifty years into hip-hop’s constant evolution, many of today’s rappers don’t write down their lyrics at all. Here’s how they make songs now.","Fifty years into hip-hop’s constant evolution, many of today’s rappers don’t write down their lyrics at all. Here’s how they make songs now.",2023-09-20T03:16:35+0000,multimedia,Arts,Video,Why Rappers Stopped Writing: The Punch-In Method,"Rap and Hip-Hop;Killer Mike;Doechii (1998- );Jay-Z;Shakur, Tupac;Lil Wayne;Lil Gotit (1999- );Veeze (Rapper);vis-video"
7,"Corrections that appeared in print on Wednesday, Sept. 20, 2023.","An article on Tuesday about a meeting between the Israeli Prime Minister Benjamin Netanyahu and Elon Musk misidentified the location of the meeting. The two met at a Tesla factory, not the Tesla headquarters.",2023-09-20T03:58:55+0000,article,Corrections,Correction,"Corrections: Sept. 20, 2023",
8,A picture is emerging of some of the 77 people who died when the derelict building in Johannesburg where they were living went up in flames on Aug. 31.,"As many as 600 people called the squalid five-story building at 80 Albert Street in downtown Johannesburg home. Nearly three weeks after a fire tore through the building, leaving at least 77 people dead, survivors recall those they lost and the workaday family lives they led inside a trash-strewn building that had no heat, and little water or electricity.",2023-09-20T04:00:18+0000,article,World,News,"Portraits of Fire Victims: Two Toddlers Named ‘Memory,’ and a Teacher About to Wed",Johannesburg (South Africa);South Africa;Fires and Firefighters;Deaths (Fatalities);Poverty;Buildings (Structures);Migrant Labor (Non-Agriculture);Content Type: Personal Profile
9,"Software identified at-risk students, who were given extra help. Also, New London, Conn., hasn’t forgotten the traitor Benedict Arnold, 242 years later.",Good morning. It’s Wednesday. Today we’ll look at software that lifted the senior graduation rate at John Jay College to 86 percent. We’ll also find out where the Revolutionary War traitor Benedict Arnold has not been forgotten — or forgiven.,2023-09-20T04:03:05+0000,article,New York,briefing,How A.I. Increased the Graduation Rate at John Jay College by 32 Points,"New York City;internal-storyline-no;Artificial Intelligence;Graduation Rates;City University of New York;ARNOLD, BENEDICT;Giuliani, Rudolph W;Trump, Donald J;New London (Conn)"
