,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Officials say they have detected no launches of balloons since the United States shot down one in February, though they believe China is likely to restart the program.","American officials said on Friday that China had paused its spy balloon operations after one of the craft floated across much of the United States early this year and was shot down off the coast of South Carolina, setting off a diplomatic crisis between the rival powers.",2023-09-16T00:11:02+0000,article,U.S.,News,"China Has Paused Its Spy Balloon Operations, U.S. Officials Say",United States International Relations;Espionage and Intelligence Services;Balloons (Aeronautics);United States Politics and Government;China
1,"Kutcher resigned from the board of Thorn, the organization he co-founded to combat child sexual abuse, after backlash against his support of a more lenient sentence for Masterson, who was convicted of rape.","Ashton Kutcher has stepped down as the chairman of Thorn, the organization he co-founded to combat child sexual abuse, after the actor and his wife, Mila Kunis, drew criticism for writing letters to a judge seeking leniency in the sentencing of their “That ’70s Show” co-star Danny Masterson, who was recently sentenced to 30 years to life in prison for rape.",2023-09-16T00:45:51+0000,article,U.S.,News,Ashton Kutcher Resigns From Nonprofit Over Danny Masterson Letter,Decisions and Verdicts;Child Abuse and Neglect;Sex Crimes;Appointments and Executive Changes;Actors and Actresses;Letters;Polls and Public Opinion;Television;Courts and the Judiciary
2,Jonathan Kaufman makes a Saturday grid for the applause.,"SATURDAY PUZZLE — This is Jonathan Kaufman’s second crossword for The Times, after a Friday debut in July that you may have flashed back on when you glimpsed this beauty, if your puzzling memory has a strong visual sensibility (and doesn’t just take note of trivia and wordplay). This grid, like that one, is supersymmetrical, meaning that it’s symmetrical at the horizontal, vertical and diagonal axes — mirrored halves, no matter which way you turn it. I find supersymmetry mesmerizing, and I love the double butterfly effect here — there’s one flying across and one flying down. Or up, if you prefer. A puzzle like this rarely appears because it can be a bear to construct, although every type of symmetry has its constraints.",2023-09-16T02:00:09+0000,article,Crosswords & Games,News,"It’s Show Time, Folks!","Crossword Puzzles;Kaufman, Jonathan (Crossword Constructor)"
3,"Corrections that appeared in print on Saturday, Sept. 16, 2023.","An article on Page 20 this weekend about musicals, plays and festivals happening in the fall and spring misstates the month when “Days of Wine and Roses” is scheduled to begin performances on Broadway. It is January, not February.",2023-09-16T02:14:41+0000,article,Corrections,Correction,"Corrections: Sept. 16, 2023",
4,"Ovidio Guzmán López is the first of El Chapo’s four sons, who are all facing American criminal charges, to be sent to the United States for prosecution.","Ovidio Guzmán López, one of four sons of Joaquín Guzmán Loera, the Mexican drug lord best known as El Chapo, was extradited to Chicago on Friday to face trial on a sprawling set of federal drug charges, according to his lawyer and American officials.",2023-09-16T02:22:01+0000,article,U.S.,News,Son of El Chapo Extradited to Chicago to Face Federal Drug Charges,"Fugitives;Drug Abuse and Traffic;Extradition;Drug Cartels;Crime and Criminals;Guzman Lopez, Ovidio;Guzman Loera, Joaquin;Mexico;Chicago (Ill)"
5,"For more than three weeks, officials said 115 people had died in the wildfire that destroyed most of Lahaina. They announced on Friday that they had overstated the death toll.","The authorities announced on Friday that they currently believe 97 people died in the Maui wildfire instead of the 115 fatalities they had been reporting for weeks, a surprising development after initial fears that many more lives had been lost in the disaster.",2023-09-16T02:33:42+0000,article,U.S.,News,Maui Fire Death Toll Drops to 97 After Weeks of DNA Review,Deaths (Fatalities);Wildfires;DNA (Deoxyribonucleic Acid);Forensic Science;Hawaii;Lahaina (Hawaii);Maui (Hawaii)
6,"Launching one of the most prominent climate lawsuits in the nation, the state claims Exxon, Shell, BP and others misled the public and seeks creation of a special fund to pay for recovery.","The state of California sued several of the world’s biggest oil companies on Friday, claiming their actions have caused tens of billions of dollars in damage and that they deceived the public by downplaying the risks posed by fossil fuels.",2023-09-16T03:09:54+0000,article,Business Day,News,"California Sues Giant Oil Companies, Citing Decades of Deception",Global Warming;Greenhouse Gas Emissions;Oil (Petroleum) and Gasoline;Corporations;Suits and Litigation (Civil);Liability for Products;AMERICAN PETROLEUM INSTITUTE;BP Plc;Chevron Corporation;ConocoPhillips;Exxon Mobil Corp;Shell Plc;California
7,"The law, which defines male and female as a person’s sex assigned at birth, went into effect in July after lawmakers overrode the governor’s veto.","Kansas will no longer change the birth certificates of transgender people to reflect their gender identities, the state health department said on Friday, citing a new law that took effect this year that defines male and female as a person’s sex assigned at birth.",2023-09-16T03:14:45+0000,article,U.S.,News,"Kansas, Citing New Law, Will Stop Changing Gender Identities on Birth Certificates","Drivers Licenses;Birth Certificates;Gender;Kelly, Laura (1950- );Kobach, Kris W;Kansas;Law and Legislation"
8,"Quotation of the Day for Saturday, September 16, 2023.","“You know the coaches and the owners want the athletes out there playing, but you also want to look out for their health.”",2023-09-16T03:15:40+0000,article,Corrections,Quote,"Quotation of the Day: At the Capitol, Even the Attending Physician Can’t Escape Politics",
9,Closer ties between Russia and North Korea could weaken Beijing’s leverage over both countries and set back China’s efforts to stabilize its ties with the West.,"To challenge the power of his chief rival, the United States, China’s top leader, Xi Jinping, has linked arms with two anti-Western states, declaring a “no limits” partnership with Russia and pledging “unswerving” support for North Korea.",2023-09-16T04:01:10+0000,article,World,News,Putin and Kim’s Embrace May Place Xi in a Bind,"Russia;North Korea;China;Putin, Vladimir V;Kim Jong-un;Xi Jinping;International Relations;Arms Trade;Defense and Military Forces;Nuclear Weapons;Arms Control and Limitation and Disarmament;Russian Invasion of Ukraine (2022);Ukraine;United States International Relations"
10,Feeling stuck on today’s puzzle? We can help.,"SATURDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-09-16T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
