,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,Biden is making sense. Republicans aren’t.,"On Thursday the White House released its latest budget; Republicans haven’t offered a specific counterproposal, but they seem to be coalescing around a plan released by Russell Vought, Donald Trump’s last budget director. Neither plan will become law. Instead, they’re intended to position the two sides for the looming confrontation over the federal debt ceiling.",2023-03-10T00:00:06+0000,article,Opinion,Op-Ed,Budget Wars: This Time Is Different,"Federal Budget (US);National Debt (US);Tax Credits, Deductions and Exemptions;Republican Party;Vought, Russell T;Biden, Joseph R Jr;United States Politics and Government"
1,The recent emotional storm did nobody any good.,"One well-established finding of social science research is that conservatives report being happier than liberals. Over the years, researchers have come up with a bunch of theories to explain this phenomenon.",2023-03-10T00:00:08+0000,article,Opinion,Op-Ed,The Self-Destructive Effects of Progressive Sadness,Happiness;Liberalism (US Politics);Conservatism (US Politics);Sociology;Social Media;Mental Health and Disorders
2,"After two years championing progressive priorities, the president is speaking more to the concerns of the political middle as he prepares to announce a campaign for a second term.","WASHINGTON — In his announcement video kicking off his presidential campaign in the spring of 2019, Joseph R. Biden Jr. never mentioned the word “deficit.” Nor did the word escape his lips when he accepted the Democratic Party nomination a year later. Nor did it appear once in the party platform he approved.",2023-03-10T00:02:56+0000,article,U.S.,News Analysis,Biden Moves to Recapture the Centrist Identity That Has Long Defined Him,"Biden, Joseph R Jr;Federal Budget (US);National Debt (US);Democratic Party;United States Politics and Government"
3,"Of 81 missiles fired, six were hypersonic weapons, among Russia’s newest and most advanced, which are all but impossible to shoot down.","KYIV, Ukraine — Russia launched its biggest aerial barrage in weeks on Thursday, blasting targets across Ukraine with a diverse array of weapons, including its newest hypersonic missiles, in what it said was retaliation for an armed incursion into Russian territory last week.",2023-03-10T00:08:11+0000,article,World,News,"Russia Blasts Ukrainian Cities, Including Biggest Use of Advanced Missiles",Russian Invasion of Ukraine (2022);Defense and Military Forces;Missiles and Missile Defense Systems;Electric Light and Power;Nuclear Energy;Wagner Group;Zaporizhzhia Power Plant (Ukraine);Ukraine;Bakhmut (Ukraine);Lviv (Ukraine);Kyiv (Ukraine);Zaporizhzhia (Ukraine);Russia
4,Mr. Kemp was arrested following reports of a shooting in a parking lot. Prosecutors decided not to file charges on Thursday.,The retired N.B.A. star Shawn Kemp was released from jail on Thursday after prosecutors decided not to pursue immediate charges against him in connection with a shooting.,2023-03-10T00:24:10+0000,article,Sports,News,"Shawn Kemp, Former N.B.A. Star, Released From Jail After Shooting","Kemp, Shawn;Firearms;Basketball;Tacoma (Wash);National Basketball Assn"
5,The one-two punch of heavy snow and rain poses a unique threat in an area beleaguered by precipitation.,"TRUCKEE, Calif. — With an atmospheric river bearing down on California, Mike Culp climbed to the roof of his two-story home in the Lake Tahoe region to start shoveling off snow.",2023-03-10T00:27:16+0000,article,U.S.,News,"Before Another Storm in the Tahoe Region, a Race to Clear Snow From Roofs",Snow and Snowstorms;Roofs;California;South Lake Tahoe (Calif);Truckee (Calif);Floods;Lake Tahoe (Nev)
6,It is not what he says when he’s on the air.,"On Tuesday evening, two news reports caught my attention. The first was an Emerson College poll of Republican primary voters in New Hampshire. Donald Trump holds an incredible 41-point lead over Ron DeSantis in the state that rescued Trump’s primary campaign after a second-place finish in Iowa in 2016. This result is in line with a series of national polls that also show Trump with a large lead over DeSantis. Trump is still the favorite to win the G.O.P. nomination. Any other conclusion at this early date is wishful thinking.",2023-03-10T00:33:31+0000,article,Opinion,Op-Ed,What Tucker Carlson Really Thinks,"internal-sub-only-nl;Carlson, Tucker;Trump, Donald J;Murdoch, Rupert;Dominion Voting Systems Corp;Conservative Political Action Conference;Fox News Channel"
7,"Many Black residents were skeptical that policing would improve because of the report, which found many instances of discriminatory behavior and civil rights violations.","LOUISVILLE, Ky. — When the Justice Department announced this week that its investigation into the Louisville Metro Police Department had revealed a pattern of abusive and discriminatory behavior, Attorney General Merrick B. Garland summarized the findings as “heartbreaking.” The city’s mayor, Craig Greenberg, called the police tactics described in the report a “betrayal” as he promised change.",2023-03-10T00:41:31+0000,article,U.S.,News,"In Louisville, Federal Report on Abusive Policing Comes as No Surprise","Police Department (Louisville, Ky);Police Brutality, Misconduct and Shootings;Black People;Blacks;Discrimination;Justice Department;Garland, Merrick B;Taylor, Breonna (1993-2020);Louisville (Ky)"
8,"The Saudi crown prince is seeking a civilian nuclear program and security assurances from President Biden, a steep price for an agreement long sought by Israel.","WASHINGTON — Saudi Arabia is seeking security guarantees from the United States, help with developing a civilian nuclear program and fewer restrictions on U.S. arms sales as its price for normalizing relations with Israel, people familiar with the exchanges say.",2023-03-10T00:50:39+0000,article,U.S.,News,Saudi Arabia Offers Its Price to Normalize Relations With Israel,"Israel;Saudi Arabia;Mohammed bin Salman (1985- );Netanyahu, Benjamin;International Relations;United States International Relations;Organization of the Petroleum Exporting Countries;National Security Council;Biden, Joseph R Jr"
9,"Corrections that appeared in print on Friday, March 10, 2023.","An article on Thursday about protests in Georgia against so-called foreign agents legislation misstated the given name of a former United States ambassador to Ukraine. He is John Herbst, not Robert.",2023-03-10T01:04:53+0000,article,Corrections,Correction,"Corrections: March 10, 2023",
10,"Self, 60, is being treated at a hospital for an illness, the school said. An assistant will lead Kansas, the reigning Division I champion that is once again at the top of the sport.","Coach Bill Self of Kansas, the reigning Division I men’s basketball champion and a top team this season, will miss the remainder of the Big 12 Conference’s tournament for health reasons, the university announced Thursday.",2023-03-10T01:05:44+0000,article,Sports,News,Kansas Coach Bill Self to Miss Big 12 Tournament With Health Issue,"Basketball (College);Self, Bill;University of Kansas"
11,His film and TV career began with “Our Gang” comedies and was highlighted by his performance as a killer in “In Cold Blood.” But he led a tempestuous life.,"Robert Blake, an actor whose career portraying gritty characters like the television detective Tony Baretta was eclipsed by his trial and acquittal in the murder of his wife in 2001, died on Thursday at his home in Los Angeles. He was 89.",2023-03-10T01:21:19+0000,article,Obituaries,Obituary (Obit),"Robert Blake, ‘Baretta’ Star Acquitted in Wife’s Murder, Dies at 89","Blake, Robert;Deaths (Obituaries);Actors and Actresses;Television;Movies;Baretta (TV Program);In Cold Blood (Movie);BAKLEY, BONNIE LEE;Murders, Attempted Murders and Homicides"
12,Ryan J. Haddad’s gracefully layered play about the lives of disabled people blasts away condescension and replaces it with comprehension.,"Near the start of “Dark Disabled Stories,” the playwright-performer Ryan J. Haddad’s richly provocative new show at the Public Theater, he tells a funny, sexy anecdote about a hookup at a gay bar that didn’t go the way he’d hoped.",2023-03-10T01:30:07+0000,article,Theater,Review,‘Dark Disabled Stories’ Review: When the World Isn’t Built for You,"Theater;Haddad, Ryan J;Hearts, Dickie (Actor);Dark Disabled Stories (Play);Public Theater;Fein, Jordan;Ospina, Alejandra"
13,"Jamie Lloyd’s compelling, surgically precise revival of Ibsen’s 1879 drama throbs like an episode of “CSI: Norway.”","Many plays end with a breathtaking coup, but Jamie Lloyd’s incisive Broadway revival of “A Doll’s House,” which opened on Thursday at the Hudson Theater, also begins with one. After all, it’s not every day you find Jessica Chastain rotating on a turntable like an angry bird in a giant cuckoo clock.",2023-03-10T01:30:08+0000,article,Theater,Review,Review: Jessica Chastain Plots an Escape From ‘A Doll’s House’,"Theater;Theater (Broadway);A Doll's House (Play);Hudson Theater (Manhattan, NY);Ibsen, Henrik;Herzog, Amy;Lloyd, Jamie;Chastain, Jessica;Moayed, Arian"
