,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,A self-proclaimed ufologist showed members of Congress what he claimed were two mummified specimens of extraterrestrial beings. Experts scoffed.,"Mexico’s Congress is usually meant to be a venue for solemn presentations on budgets and other serious legislation. But this week, lawmakers heard testimony from a self-proclaimed U.F.O. researcher who brought with him some unusual objects: two mummified specimens that he claimed were the bodies of extraterrestrial beings.",2023-09-14T00:23:14+0000,article,World,News,Mummies From Outer Space? Mexico’s Congress Gets a Firsthand Look.,Mexico;Extraterrestrial Life;Mummies and Mummification;Unidentified Flying Objects (UFO);Politics and Government
1,"The case, overseen by Texas House Republicans, included testimony by Ken Paxton’s top aides, who said they had seen repeated abuses of the attorney general’s office.","The Republican-led prosecution rested its case on Wednesday for impeaching the attorney general of Texas, Ken Paxton, ending on a central claim: that an Austin real estate investor paid for Mr. Paxton’s home renovations in exchange for favors.",2023-09-14T01:14:27+0000,article,U.S.,News,"Prosecution Rests in Paxton Impeachment, Focusing on Favors","Texas;Impeachment;Paxton, Ken;Paul, Nate (1987- );Attorneys General;Bribery and Kickbacks;Politics and Government;Republican Party;State Legislatures"
2,Manhattan prosecutors contend that the art in question belongs to the heirs of a collector who was a Holocaust victim.,New York investigators on Wednesday seized three artworks from three out-of-state museums that they said had been stolen from a Jewish art collector killed during the Holocaust and rightly belonged to the Nazi victim’s heirs.,2023-09-14T01:32:13+0000,article,Arts,News,Schiele Works Believed to Be Stolen Are Seized From U.S. Museums,"Arts and Antiquities Looting;Museums;Holocaust and the Nazi Era;Suits and Litigation (Civil);Schiele, Egon;ART INSTITUTE OF CHICAGO;Carnegie Museum of Art;Allen Memorial Art Museum;Grunbaum, Fritz (1880-1941)"
3,"Vasu Seralathan sends us on a hunt for — what is that, buried treasure?",Jump to: Today’s Theme | Tricky Clues,2023-09-14T02:00:07+0000,article,Crosswords & Games,News,Motion to Strike,Crossword Puzzles
4,"Quotation of the Day for Thursday, September 14, 2023.",“We’re just beginning to recognize that migrant literature is American literature.”,2023-09-14T03:12:41+0000,article,Corrections,Quote,Quotation of the Day: Pulitzer Prizes to Embrace a Broader Candidate Pool,
5,"Corrections that appeared in print on Thursday, Sept. 14, 2023.","An article on Wednesday about Kim Jong-un’s bulletproof train referred incorrectly to Kim Jong-un’s trips to China since becoming North Korea’s leader. Not all were by train; he flew to Dalian, China, in 2018.",2023-09-14T03:15:04+0000,article,Corrections,Correction,"Corrections: Sept. 14, 2023",
6,"Social media platforms are awash with videos of microapartments and tiny homes, amassing tens of millions of views. But do clicks translate into new occupants?","A series about how cities transform, and the effect of that on everyday life.",2023-09-14T04:00:18+0000,article,Real Estate,News,"It’s Cozy and Cheap, but Do You Want to Live in This Social Media Magnet?",Real Estate and Housing (Residential);Social Media
7,Researchers were not engaged in nautical nonsense when they discovered that a small shark species inhabits the absorbent and porous animals.,"John Pogonoski, an ichthyologist in Australia, wasn’t about to be fooled by any moray eels. He knew the serpentine fish like to hide among the nooks and crannies of large sponges. But as he surveyed sponges collected from a remote seabed off the coast of Western Australia, he stumbled on a complete surprise — a small shark tail poking out of a sponge’s cavernous body.",2023-09-14T04:00:21+0000,article,Science,News,SpongeBob Lives in a Pineapple. These Sharks Live in Sponges.,Sharks;Fish and Other Marine Life;Animal Behavior;Australia;Journal of Fish Biology;Research;your-feed-science
8,"For brides who want to feel glamorous at every moment on their wedding day, ornate robes embellished with feathers, lace and sequins are a go-to option for pre-wedding looks.","A few months before her wedding, Veronica Ume-Ezeoke was scrolling through Pinterest when she stumbled upon an elaborate tulle, ruffled robe from Voir Bride, a Ukrainian brand. Mrs. Ume-Ezeoke already had a delicate lace robe to wear while getting ready for her July 2022 wedding, but she sent it to her sister anyway.",2023-09-14T04:00:21+0000,article,Style,News,"Get Ready for Your Wedding, but Make It Glam",Weddings and Engagements;Photography;Lace;Social Media
9,Khalida Popal helped save Afghan female soccer players from the Taliban. Now she is demanding that world soccer officials let them play for their country again.,"Khalida Popal, the former captain of the Afghanistan women’s national soccer team, woke up on the floor of her apartment near Copenhagen, drenched in sweat and shaking.",2023-09-14T04:00:35+0000,article,Sports,News,They Shot at Her. They Forced Her From Her Home. She Won’t Stop Fighting for Girls.,"internal-storyline-no;Soccer;Women's World Cup (Soccer);Women's Rights;Muslims and Islam;Popal, Khalida;International Federation of Association Football (FIFA);AFGHANISTAN;Taliban;Yousafzai, Malala;Yousufi, Fatima;Refugees and Displaced Persons;Content Type: Personal Profile;audio-neutral-informative"
10,"Lamar Jackson and Joe Burrow meet after signing lucrative extensions, and the Jets’ offensive line will try to obstruct Micah Parsons.",Six months of anticipation and excitement for the Jets’ season dissolved when Aaron Rodgers tore his left Achilles’ tendon three and a half minutes into Monday night’s game. But the Jets’ surprising victory over the division-rival Bills revealed strengths — and Buffalo weaknesses — that could be interesting to watch play out the rest of the way.,2023-09-14T04:01:12+0000,article,Sports,News,N.F.L. Week 2 Predictions: Our Picks Against the Spread,Football;National Football League
11,A sports book inside the Washington Commanders’ stadium is the first of its kind in the N.F.L. and a symbol of the league’s wholehearted — and profitable — embrace of gambling.,"The doors to the sports book at FedEx Field opened two hours before the Washington Commanders’ first game of the N.F.L. regular season, drawing fans in with air-conditioning that blasted onto the stadium’s main concourse. Signs advertised a free Commanders hat for anyone who bet $20. A bouncer stood out front with a hand-held device that scanned IDs to check that patrons were 21 or older and not barred from gambling by state regulators.",2023-09-14T04:01:14+0000,article,Sports,News,An N.F.L. Stadium Brings Sports Betting Inside,"Football;Stadiums and Arenas;Gambling;National Football League;FedEx Field (Landover, Md);Fanatics Inc;Washington Commanders"
12,Some guides near the top of Amazon search results don’t appear to have been written by a human being.,Good morning. It’s Thursday. Today we’ll look at travel guidebooks of New York City that appear to be generated by artificial intelligence — and what Amazon says it has done about them.,2023-09-14T04:02:05+0000,article,U.S.,briefing,Visiting New York? Make Sure A.I. Didn’t Write Your Guidebook.,New York City;internal-storyline-no;Artificial Intelligence;Amazon.com Inc;Travel and Vacations
13,Catastrophic flooding in Libya.,"More than 10,000 people were missing, the Libyan authorities said, after devastating flooding hit the northeastern part of the country. The death toll, which has already surpassed 5,000, could reach up to 20,000 in the coming days, based on the number of districts that were wiped out, the mayor of Derna, Abdulmenam Al-Ghaithi, told the local news media.",2023-09-14T04:39:38+0000,article,Briefing,briefing,Thursday Briefing,
14,"Desperate for munitions for the war in Ukraine, the U.S. and Russia have turned to their allies in South and North Korea, which kept stockpiling arms for decades after their own conflict.","Washington and Moscow flooded the Korean Peninsula with arms and aid as they fueled the war between South and North seven decades ago. Now, in a fateful moment of history turning back on itself, Russia and the United States are reaching out to those same allies to supply badly needed munitions as the powers face each other down again, this time on the other side of the globe, in Ukraine.",2023-09-14T05:25:42+0000,article,World,News,History Turns Upside Down in a War Where the Koreas Are Suppliers,"Russian Invasion of Ukraine (2022);United States International Relations;International Relations;Defense and Military Forces;Arms Trade;Stockpiling;Cold War Era;Nuclear Weapons;Factories and Manufacturing;Embargoes and Sanctions;Kim Jong-un;Putin, Vladimir V;Yoon Suk-yeol;North Korea;South Korea;Russia;Ukraine;United States"
15,"The National Weather Service said a tornado, or several, appeared to hit parts of the region on Wednesday. No injuries were reported.","A tornado probably hit parts of Southern New England as the region grappled with rain and flooding on Wednesday afternoon, the National Weather Service said.",2023-09-14T05:35:46+0000,article,U.S.,News,Possible Tornado Sweeps Through Southern New England,Tornadoes;Wind;Connecticut;Massachusetts;Rhode Island
16,This word has appeared in 74 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word tantamount has appeared in 74 articles on NYTimes.com in the past year, including on Feb. 8 in “Rihanna: Since She’s Been Gone” by Lindsay Zoladz:",2023-09-14T06:00:02+0000,article,The Learning Network,News,Word of the Day: tantamount,
17,"Tell us a story, real or made up, that is inspired by this image.","Use your imagination to write the opening of a short story or poem inspired by this illustration, or describe a memory from your own life that this image makes you think of.",2023-09-14T07:00:02+0000,article,The Learning Network,News,Darkened Library,
18,Feeling stuck on today’s puzzle? We can help.,"THURSDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-09-14T07:00:07+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
19,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-09-14T07:00:13+0000,article,Crosswords & Games,News,Today’s Wordle Review,Crossword Puzzles;Wordle (Puzzle)
20,"Michele Lowe, a former advertising executive, coaches religious leaders on how to write sermons with a little “zetz.” This is her peak season.","Football players have the Super Bowl. Actors have the Oscars. For rabbis, it’s Rosh Hashana.",2023-09-14T07:00:18+0000,article,New York,News,The Rabbi Whisperer: A Playwright Helps Sermon Writers Find Their Voice,"audio-neutral-informative;Rabbis;Jews and Judaism;Rosh Hashana;Writing and Writers;Speeches and Statements;Coaches (Non-Sports);Content Type: Personal Profile;Lowe, Michele"
21,"Chris Winkler is on trial, accused of taking too many fish from the seas off gentrified Montauk. His former partners have pleaded guilty, and stand to make millions from the sale of their small seafood-themed empire.","It was just before dawn when Chris Winkler, a fisherman in Montauk, N.Y., set off on his trawler, the New Age.",2023-09-14T07:00:41+0000,article,New York,News,"The Government Takes On a Fisherman Over 200,000 Pounds of Fluke","Fishing, Commercial;Fish and Other Marine Life;Seafood;Montauk (NY);Regulation and Deregulation of Industry;Maritime Crime;Conservation of Resources;Winkler, Chris (1960- );Azrack, Joan M;internal-great-read;internal-sub-only;audio-neutral-informative"
22,"The drills, which appear to simulate a blockade of Taiwan, are believed to be in response to recent military drills between the United States and allies.","China launched large-scale military drills in the Western Pacific this week, deploying an aircraft carrier and dozens of naval ships and warplanes in a major show of force aimed at pushing back at U.S. pressure.",2023-09-14T07:12:17+0000,article,World,News,China Conducts Major Military Exercises in Western Pacific,International Relations;Defense and Military Forces;United States International Relations;AIRLINES AND AIRPLANES;Aircraft Carriers;Territorial Disputes;People's Liberation Army (China);China;Japan;Taipei (Taiwan);Taiwan
23,"The Ocean Explorer had been traveling toward Northeast Greenland National Park when it ran aground on Monday, officials said. The ship was pulled free on Thursday.","A luxury cruise ship that had been stuck for three days after running aground off the coast of Greenland was pulled free on Thursday morning, the authorities said.",2023-09-14T07:56:12+0000,article,World,News,"A Luxury Cruise Ship, Stuck Off Greenland’s Coast for 3 Days, Is Pulled Free",Cruises;Rescues;Greenland
24,A major new African American history museum unlocks new perspectives of one of America’s oldest cities.,A major new African American history museum unlocks new perspectives of one of America’s oldest cities.,2023-09-14T09:00:09+0000,multimedia,Travel,Interactive Feature,"36 Hours in Charleston, S.C.","Restaurants;Museums;Historic Buildings and Sites;Black People;Blacks;Travel and Vacations;Art;Hotels and Travel Lodgings;Emanuel African Methodist Episcopal Church (Charleston, SC);International African American Museum;Charleston (SC);South Carolina;Sullivan's Island (SC)"
