,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,Don’t let the perfect get in the way of the coulda been worse.,There are two big questions right now about the U.S. economy. One is why it’s doing so well. The other is why so many Americans insist that it’s terrible.,2023-12-08T00:00:08+0000,article,Opinion,Op-Ed,The Progressive Case for Bidenomics,"American Jobs Plan (2021);Biden, Joseph R Jr;Democratic Party;United States Economy;United States Politics and Government;Polls and Public Opinion"
1,President Biden faces difficult choices about how far to go in giving in to conservative demands that he choke off the number of migrants admitted to the United States.,The White House portrayed it as a step toward compromise.,2023-12-08T00:03:50+0000,article,U.S.,News,"Biden Tied Ukraine Aid to Border Security, and It Backfired on Him","United States Politics and Government;Illegal Immigration;Immigration and Emigration;Refugees and Displaced Persons;Asylum, Right of;United States International Relations;Russian Invasion of Ukraine (2022);Russia;Ukraine;Biden, Joseph R Jr;Republican Party;Senate"
2,"The new Republican speaker is facing fury from ultraconservative lawmakers for agreeing to drop limits on abortion, transgender care and diversity training.","The annual defense bill has become entangled in a tumultuous Republican feud in the House, as hard-right lawmakers revolt over a bipartisan agreement to jettison a raft of deeply partisan dictates that would have limited abortion access, transgender care and diversity training.",2023-12-08T00:08:03+0000,article,U.S.,News,"Defense Bill Agreement Angers Hard Right, Posing a Threat to Johnson","Law and Legislation;United States Politics and Government;Conservatism (US Politics);House of Representatives;Johnson, Mike (1972- );Surveillance of Citizens by Government;Diversity Initiatives;Abortion;United States Defense and Military Forces;Transgender;Federal Budget (US);Defense Department;Republican Party;Senate"
3,"The 67-year-old gunman taught at East Carolina University for nearly 16 years and had a target list of faculty members there and at U.N.L.V., the police said.","The man who shot and killed three faculty members on Wednesday at the University of Nevada, Las Vegas, was himself a professor who had tried and failed to get several jobs at colleges in the state, the authorities said on Thursday.",2023-12-08T00:08:48+0000,article,U.S.,News,"Gunman Who Killed 3 U.N.L.V. Faculty Members Wanted College Jobs, Officials Say","School Shootings and Armed Attacks;Las Vegas, Nev, Shooting (October, 2017);University of Nevada, Las Vegas;Las Vegas (Nev)"
4,"Ian Cramer, the son of Senator Kevin Cramer of North Dakota, led police on a car chase in North Dakota on Wednesday.","The son of a United States senator was arrested on felony charges after he led police in North Dakota on a car chase that ended in a crash near Hazen, N.D., and killed a sheriff’s deputy on Wednesday.",2023-12-08T01:22:59+0000,article,U.S.,News,Sheriff’s Deputy Killed in Car Chase Involving U.S. Senator’s Son,"Drunken and Reckless Driving;Murders, Attempted Murders and Homicides;United States Politics and Government;Cramer, Ian (1981- );Cramer, Kevin;North Dakota;Senate;Republican Party"
5,The Justice Department charged President Biden’s son after a long-running and wide-ranging investigation with substantial political repercussions.,"A federal grand jury charged Hunter Biden on Thursday with a scheme to evade federal taxes on millions in income from foreign businesses, the second indictment against him this year and a major new development in a case Republicans have made the cornerstone of a possible impeachment of President Biden.",2023-12-08T01:33:18+0000,article,U.S.,News,Hunter Biden Charged With Evading Taxes on Millions From Foreign Firms,"Biden, Hunter;Tax Evasion;Justice Department;Special Prosecutors (Independent Counsel);Weiss, David C (1956- );Biden, Joseph R Jr;Impeachment;Republican Party;House of Representatives;United States Politics and Government"
6,"Congress has opened an investigation into Harvard, M.I.T. and University of Pennsylvania, a $100 million gift was withdrawn, and demands have grown for the universities’ presidents to resign.","Harvard, M.I.T. and the University of Pennsylvania on Thursday faced threats from donors, demands that their presidents resign and a congressional investigation as repercussions mounted over the universities’ responses to antisemitism on campus.",2023-12-08T01:38:53+0000,article,U.S.,News,Universities Face Congressional Inquiry and Angry Donors Over Handling of Antisemitism,"Colleges and Universities;United States Politics and Government;Anti-Semitism;Jews and Judaism;Harvard University;Massachusetts Institute of Technology;House of Representatives;University of Pennsylvania;Magill, Elizabeth;Foxx, Virginia;Gay, Claudine;Gillibrand, Kirsten E;Kornbluth, Sally A;Shapiro, Josh (1973- );Stefanik, Elise"
7,The president’s son was indicted on nine counts accusing him of evading federal taxes on millions of dollars he has made in his work with foreign companies.,The president’s son was indicted on nine counts accusing him of evading federal taxes on millions of dollars he has made in his work with foreign companies.,2023-12-08T02:17:34+0000,multimedia,U.S.,Interactive Feature,Read the Tax Indictment Against Hunter Biden,"Income Tax;Tax Evasion;Biden, Hunter;United States Politics and Government"
8,"On the first night of Hanukkah, which comes two months into the Israel-Hamas war, demonstrators mourned the Israelis and Palestinians who had been killed.","Hundreds of people gathered in Columbus Circle in Manhattan on Thursday evening, the first night of Hanukkah, to light candles for the holiday and to call for a cease-fire in Gaza.",2023-12-08T02:23:24+0000,article,New York,News,"At Hanukkah Rally in New York, Prayers, Candles and Calls for Cease-Fire","Israel-Gaza War (2023- );Hanukkah;Jews and Judaism;Palestinians;Demonstrations, Protests and Riots;Jews For Racial & Economic Justice (Nonprofit);Jewish Voice for Peace Inc;Columbus Circle (Manhattan, NY);New York City"
9,Robert Logan opens our solving weekend.,Jump to: Tricky Clues,2023-12-08T03:00:09+0000,article,Crosswords & Games,News,What Odd Behavior!,Games;Puzzles;Crossword Puzzles
